titel,artiest,jaar,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,title,artist,track_id,artist_id,album_id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
Jump,Van Halen,1984,181.0,111.0,194.0,246.0,255.0,348.0,370.0,375.0,500.0,349.0,519.0,555.0,542.0,449.0,483.0,459.0,571.0,636.0,565.0,650.0,581.0,Jump - 2015 Remaster,Van Halen,spotify:track:7N3PAbqfTjSEU1edb2tY8j,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,spotify:album:3REUXdj5OPKhuDTrTtCBU0,0.171,0.572,0.835,0.000376,0.0702,-6.219,0.0317,129.994,0.796,76.0
The Lady In Red,Chris de Burgh,1986,182.0,268.0,290.0,208.0,177.0,169.0,156.0,148.0,134.0,144.0,297.0,305.0,395.0,575.0,532.0,601.0,714.0,753.0,849.0,976.0,860.0,The Lady In Red,Chris de Burgh,spotify:track:1GeNWyZtCHbcp3ZWp8GTOO,spotify:artist:2RpHsROrX075xfIwHn6B2U,spotify:album:5Yi08NDFoVAnvHoXqpp9O5,0.332,0.548,0.294,3.34e-06,0.0392,-17.112,0.0333,76.698,0.491,72.0
What A Wonderful World,Louis Armstrong,1968,183.0,473.0,658.0,574.0,433.0,345.0,371.0,281.0,399.0,350.0,476.0,464.0,464.0,423.0,343.0,410.0,369.0,525.0,527.0,531.0,600.0,What a Wonderful World (Louis Armstrong Cover),Michael Marc,spotify:track:77Hni6l1xgHiEYw38W5wNu,spotify:artist:3fcQI5iYhwISYHwUf3G4Ok,spotify:album:7r9xDXjAuK3mDY6GzZhZ3j,0.957,0.454,0.155,0.942,0.118,-18.097,0.0469,104.456,0.0694,21.0
Maid Of Orleans,Orchestral Manoeuvres In Dark,1982,184.0,165.0,243.0,245.0,348.0,451.0,428.0,487.0,704.0,453.0,405.0,573.0,551.0,481.0,432.0,384.0,405.0,460.0,488.0,582.0,558.0,Joan Of Arc (Maid Of Orleans) - Remastered,Orchestral Manoeuvres In The Dark,spotify:track:5WeMMlylGCVGc0ChHSysJA,spotify:artist:7wJ9NwdRWtN92NunmXuwBk,spotify:album:6bR98XzGnklTORDvZ7Oc2i,0.027,0.522,0.744,0.682,0.0599,-8.175,0.0371,109.788,0.333,54.0
Me And Bobby McGee,Janis Joplin,1971,185.0,181.0,191.0,181.0,196.0,179.0,172.0,162.0,200.0,165.0,182.0,152.0,215.0,267.0,285.0,265.0,266.0,269.0,272.0,246.0,261.0,Me and Bobby McGee,Janis Joplin,spotify:track:1IqFh00G2kvvMm8pRMpehA,spotify:artist:4NgfOZCL9Ml67xzM0xzIvC,spotify:album:3j7nicLAWXM0Fb08q9XGyf,0.302,0.453,0.464,5.96e-05,0.152,-10.96,0.0431,93.19,0.658,70.0
Unchained Melody,The Righteous Brothers,1965,186.0,377.0,239.0,247.0,163.0,354.0,378.0,328.0,435.0,319.0,406.0,505.0,540.0,655.0,613.0,612.0,770.0,827.0,871.0,944.0,944.0,Unchained Melody,The Righteous Brothers,spotify:track:1jFhnVoJkcB4lf9tT0rSZS,spotify:artist:4b0WsB47XCa9F83BmwQ7WX,spotify:album:5CFmNamq1ceXn8RFJ9i7p6,0.563,0.361,0.219,0.0,0.558,-16.553,0.0285,98.532,0.26,64.0
"Take Me Home, Country Roads",John Denver,1971,187.0,357.0,115.0,418.0,449.0,489.0,360.0,457.0,441.0,408.0,599.0,501.0,547.0,622.0,591.0,641.0,572.0,541.0,500.0,192.0,237.0,"Take Me Home, Country Roads",John Denver,spotify:track:39q7xibBdRboeMKUbZEB6g,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,spotify:album:5oH6XhYgqwJ9x6iw6azNiO,0.546,0.255,0.43,1.87e-05,0.188,-12.564,0.0322,164.267,0.546,76.0
She's Not There,Santana,1978,188.0,251.0,235.0,219.0,385.0,370.0,315.0,237.0,473.0,321.0,202.0,206.0,334.0,335.0,312.0,270.0,315.0,459.0,324.0,488.0,495.0,She's Not There,Santana,spotify:track:44JITu0xanJn3TLMQZJw0G,spotify:artist:6GI52t8N5F02MxU0g5U69P,spotify:album:6qaPxi8XNIgu3ZzUvaG2sg,0.403,0.477,0.697,0.262,0.311,-7.878,0.0387,130.365,0.832,51.0
Liefs Uit Londen,Bløf,1998,189.0,81.0,55.0,57.0,62.0,55.0,63.0,83.0,75.0,65.0,131.0,129.0,151.0,200.0,228.0,283.0,223.0,298.0,351.0,382.0,401.0,Liefs Uit Londen,BLØF,spotify:track:0KCcRzDsTMAbivhwGzdFZx,spotify:artist:0KQX2wRHV2VLjuscfJFNxB,spotify:album:72x70QVko5v9g0F1GCtAi0,0.805,0.436,0.133,0.000284,0.176,-18.596,0.0357,77.465,0.134,50.0
1999,Prince,1982,190.0,562.0,789.0,1008.0,791.0,1008.0,1504.0,1367.0,1540.0,1207.0,1527.0,1025.0,1136.0,823.0,1042.0,1215.0,1257.0,404.0,651.0,710.0,681.0,1999,Prince,spotify:track:2H7PHVdQ3mXqEHXcvclTB0,spotify:artist:5a2EaR3hamoenG9rDuVn8j,spotify:album:3U1ht9EdWEI9nMvaqdQI67,0.137,0.866,0.73,0.0,0.0843,-8.201,0.0767,118.523,0.625,66.0
Oude Maasweg,The Amazing Stroopwafels,1982,191.0,112.0,46.0,44.0,49.0,69.0,26.0,38.0,16.0,29.0,66.0,49.0,81.0,103.0,108.0,125.0,149.0,146.0,153.0,217.0,199.0,Oude Maasweg,The Amazing Stroopwafels,spotify:track:7BJKJql1ZanKQbJjI2GWTH,spotify:artist:4j32y3UVJaypInH9lOKcZ4,spotify:album:0A4Lzjz0nIZQoGKC5qGbsT,0.303,0.739,0.226,6.64e-05,0.112,-19.738,0.0448,90.495,0.257,17.0
Denis,Blondie,1978,192.0,122.0,193.0,213.0,268.0,164.0,223.0,343.0,406.0,258.0,363.0,301.0,431.0,541.0,700.0,778.0,857.0,707.0,661.0,810.0,898.0,Denis - Remastered,Blondie,spotify:track:3RIpoyYHjSTJtwoi5yHW1E,spotify:artist:4tpUmLEVLCGFr93o8hFFIB,spotify:album:0N12rQBwFaD13ELCuEmUDl,0.16,0.555,0.879,1.22e-06,0.27,-5.877,0.0388,138.953,0.863,49.0
Desperado,Eagles,1973,193.0,209.0,163.0,86.0,106.0,137.0,115.0,108.0,93.0,106.0,75.0,96.0,100.0,127.0,119.0,114.0,137.0,103.0,106.0,159.0,165.0,Desperado - 2013 Remaster,Eagles,spotify:track:2TjnCxxQRYn56Ye8gkUKiW,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,spotify:album:09WBxbis5Sixt01FVMs8UM,0.946,0.228,0.224,0.000222,0.273,-12.749,0.0311,60.3,0.18,65.0
Need Your Love So Bad,Fleetwood Mac,1968,194.0,393.0,244.0,207.0,266.0,230.0,213.0,255.0,400.0,257.0,309.0,283.0,402.0,607.0,427.0,451.0,544.0,657.0,628.0,770.0,808.0,Need Your Love so Bad,Fleetwood Mac,spotify:track:5kAmVEKmsztVbt4Mi22171,spotify:artist:08GQAI4eElDnROBrJRGE0X,spotify:album:2vykpF7BFnflpzjTCG52FU,0.248,0.423,0.299,0.0,0.255,-13.396,0.0348,148.277,0.311,35.0
Perfect Day,Lou Reed,1972,195.0,,271.0,231.0,129.0,80.0,109.0,103.0,121.0,115.0,125.0,111.0,119.0,160.0,34.0,92.0,110.0,121.0,118.0,134.0,157.0,Perfect Day,Lou Reed,spotify:track:4TOMI010Sd4ZAX4aZ5TS85,spotify:artist:42TFhl7WlMRXiNqzSrnzPL,spotify:album:5SqbMEyAt8332ISGiLX0St,0.744,0.4,0.267,0.00734,0.103,-12.488,0.0323,144.799,0.0872,67.0
Private Dancer,Tina Turner,1984,196.0,355.0,475.0,371.0,322.0,340.0,319.0,394.0,533.0,384.0,473.0,479.0,516.0,881.0,701.0,739.0,840.0,811.0,932.0,615.0,637.0,What's Love Got to Do with It - 2015 Remaster,Tina Turner,spotify:track:3ErsOxqe2RmXkR65wkygDz,spotify:artist:1zuJe6b1roixEKMOtyrEak,spotify:album:7gVHUNPQr0AE2A0Yf5MjqR,0.254,0.855,0.48,2.16e-05,0.151,-8.902,0.0588,97.793,0.798,61.0
Geen Kind Meer,Karin Bloemen,1996,197.0,413.0,268.0,254.0,263.0,295.0,197.0,161.0,152.0,177.0,209.0,201.0,316.0,392.0,395.0,388.0,476.0,767.0,856.0,1258.0,1352.0,Geen Kind Meer,Karin Bloemen,spotify:track:5MAl351VB0il1Rs6Bfphoz,spotify:artist:7CKdAdmSeZxUgSZqugSkKx,spotify:album:71gSlUbtwdTMEWrAuVjRgZ,0.957,0.556,0.241,0.0301,0.0999,-16.287,0.0406,76.111,0.0855,6.0
You Can't Always Get What You Want,The Rolling Stones,1969,198.0,293.0,266.0,46.0,169.0,199.0,203.0,207.0,288.0,186.0,231.0,229.0,238.0,325.0,196.0,179.0,234.0,240.0,215.0,268.0,292.0,You Can't Always Get What You Want,The Rolling Stones,spotify:track:6lFZbCc7pn6Lme1NP7qQqQ,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,spotify:album:4l4u9e9jSbotSXNjYfOugy,0.64,0.32,0.62,6.36e-05,0.253,-9.686,0.0594,86.327,0.472,65.0
Russians,Sting,1985,199.0,302.0,334.0,309.0,337.0,356.0,519.0,621.0,733.0,504.0,625.0,607.0,576.0,600.0,517.0,652.0,613.0,730.0,822.0,904.0,906.0,Russians,Sting,spotify:track:0MBYW7CcBJmsY3HTP05VQg,spotify:artist:0Ty63ceoRnnJKVEYP0VQpk,spotify:album:17mrdCgqrWfqpJlaCNGCdF,0.458,0.437,0.282,0.0,0.18,-17.567,0.035,115.517,0.198,48.0
Smoke On The Water,Deep Purple,1973,200.0,110.0,109.0,77.0,67.0,72.0,90.0,89.0,116.0,87.0,64.0,82.0,89.0,104.0,118.0,105.0,148.0,130.0,131.0,119.0,153.0,Smoke on the Water,Deep Purple,spotify:track:5SAUIWdZ04OxYfJFDchC7S,spotify:artist:568ZhdwyaiCyOGJRtNYhWf,spotify:album:1EK3a0Yctg4d3nGQzE4Uty,0.0983,0.632,0.586,0.581,0.0535,-11.333,0.0284,114.243,0.89,62.0
Gimme All Your Lovin',ZZ Top,1984,201.0,174.0,118.0,170.0,124.0,196.0,192.0,239.0,242.0,187.0,321.0,341.0,355.0,624.0,519.0,417.0,549.0,511.0,553.0,898.0,958.0,Gimme All Your Lovin',ZZ Top,spotify:track:0OBwxFLu6Yj61s2OagYbgY,spotify:artist:2AM4ilv6UzW0uMRuqKtDgN,spotify:album:5LMGAYhn2ywaxGZdtmXGpw,0.00322,0.63,0.788,0.0237,0.0883,-6.7,0.0298,120.059,0.63,67.0
Sloop John B,The Beach Boys,1966,202.0,227.0,174.0,240.0,240.0,262.0,281.0,301.0,180.0,227.0,299.0,318.0,445.0,716.0,770.0,721.0,831.0,1236.0,1326.0,1350.0,1328.0,Sloop John B - Remastered,The Beach Boys,spotify:track:2ULL3VZf4WwBKO4vjwT7Bg,spotify:artist:3oDbviiivRWhXwIE8hxkVV,spotify:album:6GphKx2QAPRoVGWE9D7ou8,0.402,0.567,0.745,0.0,0.0873,-5.423,0.0264,125.575,0.903,60.0
Morning Has Broken,Cat Stevens,1972,203.0,168.0,131.0,78.0,88.0,76.0,104.0,118.0,97.0,94.0,124.0,115.0,165.0,291.0,313.0,276.0,310.0,291.0,295.0,640.0,674.0,Morning Has Broken,Yusuf / Cat Stevens,spotify:track:3BqqF8suAIzW8655yJfcvh,spotify:artist:08F3Y3SctIlsOEmKd6dnH8,spotify:album:2B719vL1xtPTwYs0j5BuAo,0.622,0.424,0.321,0.0196,0.0903,-13.162,0.0312,133.126,0.405,67.0
Als Ze Er Niet Is,De Dijk,1994,204.0,193.0,218.0,149.0,92.0,134.0,125.0,99.0,126.0,119.0,152.0,139.0,150.0,193.0,206.0,217.0,241.0,267.0,297.0,353.0,228.0,Als Ze Er Niet Is,De Dijk,spotify:track:1IQLFJXaUNVkFI4QzMmrxe,spotify:artist:4jFkB3Lzjku9SFKUTP33WV,spotify:album:0OBrc6S3HOR26jYN2CqUcc,0.236,0.379,0.485,0.000611,0.105,-11.779,0.0625,165.893,0.211,49.0
Albatross,Fleetwood Mac,1969,205.0,199.0,127.0,191.0,223.0,211.0,242.0,212.0,321.0,223.0,240.0,265.0,384.0,361.0,382.0,424.0,486.0,581.0,551.0,705.0,639.0,Albatross - 2018 Remaster,Fleetwood Mac,spotify:track:3IKyTBHZSgCx2v1ZX8v0TZ,spotify:artist:08GQAI4eElDnROBrJRGE0X,spotify:album:2vykpF7BFnflpzjTCG52FU,0.833,0.321,0.0631,0.83,0.141,-21.616,0.0351,135.605,0.264,49.0
Mull Of Kintyre,Paul McCartney & Wings,1977,206.0,238.0,107.0,321.0,393.0,353.0,414.0,401.0,572.0,399.0,371.0,401.0,558.0,987.0,931.0,987.0,895.0,1224.0,1295.0,1289.0,1157.0,Mull of Kintyre (Originally Performed by Paul McCartney and Wings) [Karaoke Version],Karaoke Backtrax Library,spotify:track:1jon7XEeOnfSijmxZXE7yZ,spotify:artist:60qnVABIKaCvqfhTPIHO3y,spotify:album:6DLgvfBDsQJa8PsEUjwRym,0.000433,0.382,0.343,0.0,0.0975,-6.842,0.0292,91.195,0.408,2.0
Moonlight Shadow,Mike Oldfield ft. Maggie Reilly,1983,207.0,276.0,139.0,318.0,373.0,428.0,444.0,442.0,660.0,431.0,604.0,539.0,652.0,680.0,657.0,819.0,846.0,1068.0,1122.0,1024.0,,,,,,,,,,,,,,,,
Give Up Your Guns,The Buoys,1972,208.0,254.0,299.0,250.0,271.0,355.0,430.0,570.0,587.0,427.0,709.0,694.0,835.0,865.0,809.0,1040.0,1092.0,1267.0,1193.0,1607.0,1515.0,Give Up Your Guns,The Buoys,spotify:track:5kVFPD9CCQdFjd4cnTtHYB,spotify:artist:0EpHh7UzaxKzcYps38j92E,spotify:album:0rwL6CFwMHoarouCjX3mH8,0.48,0.417,0.502,0.00432,0.202,-12.621,0.0282,131.325,0.66,39.0
Whole Lotta Love ,Led Zeppelin,1969,209.0,120.0,185.0,132.0,93.0,124.0,158.0,192.0,211.0,151.0,93.0,136.0,135.0,91.0,86.0,96.0,125.0,124.0,130.0,141.0,,Whole Lotta Love - 1990 Remaster,Led Zeppelin,spotify:track:0hCB0YR03f6AmQaHbwWDe8,spotify:artist:36QJpDe2go2KgaRleHCDTp,spotify:album:70lQYZtypdCALtFVlQAcvx,0.0484,0.412,0.902,0.131,0.405,-11.6,0.405,89.74,0.422,75.0
Love Hurts,Nazareth,1974,210.0,372.0,373.0,395.0,425.0,426.0,535.0,475.0,443.0,436.0,611.0,557.0,531.0,718.0,554.0,499.0,603.0,653.0,562.0,741.0,,Love Hurts,Nazareth,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,spotify:artist:6fvN9GmMCVKb5LY0WsnjFP,spotify:album:5Zwyrn62m3Pyc0nvRa9CHF,0.00596,0.485,0.328,0.0032,0.325,-11.853,0.0254,79.766,0.138,57.0
My Generation,The Who,1965,211.0,385.0,344.0,377.0,339.0,445.0,512.0,589.0,627.0,497.0,396.0,448.0,482.0,444.0,475.0,635.0,695.0,886.0,1000.0,1564.0,1347.0,My Generation - Stereo Version,The Who,spotify:track:4u9f8hqstB7iITDJNzKhQx,spotify:artist:67ea9eGLXYMsO2eYQRui3w,spotify:album:6Oc6Ok1Oawu8lRkjmD4mXy,0.308,0.412,0.782,0.00822,0.0775,-9.186,0.058,96.732,0.705,69.0
Think (Blues Brothers Version),Aretha Franklin,1968,212.0,273.0,308.0,305.0,301.0,241.0,339.0,384.0,259.0,288.0,583.0,314.0,374.0,459.0,631.0,681.0,841.0,910.0,952.0,459.0,,,,,,,,,,,,,,,,
All You Need Is Love,The Beatles,1967,213.0,332.0,492.0,608.0,545.0,377.0,249.0,476.0,379.0,392.0,560.0,596.0,688.0,,1459.0,1159.0,698.0,822.0,1205.0,1153.0,1154.0,All You Need Is Love - Remastered 2009,The Beatles,spotify:track:68BTFws92cRztMS1oQ7Ewj,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,spotify:album:2BtE7qm1qzM80p9vLSiXkj,0.346,0.4,0.48,3.1e-05,0.155,-7.768,0.0295,103.436,0.653,66.0
Massachusetts,Bee Gees,1967,214.0,233.0,171.0,295.0,227.0,253.0,259.0,287.0,230.0,243.0,425.0,349.0,468.0,802.0,870.0,785.0,1070.0,863.0,977.0,1195.0,1289.0,Massachusetts - Stereo Version,Bee Gees,spotify:track:3o7k5Mcdi0PFAXICTqjxra,spotify:artist:1LZEQNv7sE11VDY3SdxQeN,spotify:album:2oeuTgRudy4dVoFa15gf05,0.00221,0.483,0.573,3.14e-05,0.0674,-7.951,0.0286,102.122,0.506,56.0
More Than A Feeling,Boston,1977,215.0,96.0,111.0,109.0,150.0,156.0,169.0,234.0,219.0,171.0,279.0,307.0,231.0,252.0,242.0,272.0,250.0,228.0,227.0,313.0,290.0,More Than a Feeling,Boston,spotify:track:1QEEqeFIZktqIpPI4jSVSF,spotify:artist:29kkCKKGXheHuoO829FxWK,spotify:album:2QLp07RO6anZHmtcKTEvSC,0.000894,0.377,0.682,0.00217,0.0504,-8.039,0.0299,108.736,0.288,77.0
Layla ,Derek & Dominos,1971,216.0,440.0,623.0,465.0,332.0,508.0,543.0,623.0,593.0,526.0,491.0,612.0,677.0,558.0,515.0,633.0,771.0,919.0,833.0,599.0,,Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,spotify:artist:2rc78XDH9zuJP6bm78lU8Z,spotify:album:5iIWnMgvSM8uEBwXKsPcXM,0.577,0.404,0.903,0.297,0.287,-3.88,0.0668,115.672,0.498,73.0
Zeg Me Dat Het Niet Zo Is,Frank Boeijen,1990,217.0,,301.0,287.0,192.0,246.0,229.0,200.0,205.0,208.0,236.0,284.0,344.0,255.0,256.0,134.0,129.0,172.0,220.0,233.0,,Zeg Me Dat Het Niet Zo Is,Frank Boeijen,spotify:track:68avKu8llm4sHD7MtQfpOr,spotify:artist:0e6dXSbAaFM0M9SlsgHIBj,spotify:album:4FszAdFx8X97YpS1ns7PSN,0.56,0.3,0.323,0.000323,0.889,-11.96,0.0335,133.426,0.324,15.0
White Christmas,Bing Crosby,1954,218.0,712.0,1732.0,1480.0,1402.0,1476.0,1579.0,1927.0,1701.0,1612.0,,,,,,,,,,,,White Christmas - Bing Crosby 1942,Patrizia Barrera,spotify:track:0QpgSrB4yg5F2Jw7HSvuOn,spotify:artist:0sLLFeCiVe2WjKRiygH90x,spotify:album:62dlOcDiRpXxdQrCpg0P1u,0.813,0.198,0.28,0.000177,0.387,-12.648,0.0314,94.237,0.274,19.0
Vincent,Don McLean,1972,219.0,202.0,225.0,273.0,241.0,162.0,304.0,266.0,285.0,240.0,395.0,297.0,350.0,502.0,512.0,435.0,538.0,611.0,585.0,414.0,202.0,Vincent,Don McLean,spotify:track:0VNzEY1G4GLqcNx5qaaTl6,spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,spotify:album:10jsW2NYd9blCrDITMh2zS,0.908,0.419,0.085,5.33e-06,0.34,-19.387,0.0362,91.509,0.458,67.0
Like A Prayer,Madonna,1989,220.0,341.0,409.0,386.0,450.0,553.0,580.0,804.0,1082.0,656.0,942.0,949.0,943.0,932.0,929.0,887.0,729.0,804.0,784.0,728.0,836.0,Like a Prayer,Madonna,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,spotify:album:43lok9zd7BW5CoYkXZs7S0,0.264,0.624,0.842,2.11e-05,0.181,-5.285,0.0376,111.037,0.257,70.0
Radio Ga Ga,Queen,1984,221.0,164.0,287.0,203.0,208.0,213.0,241.0,317.0,449.0,274.0,327.0,387.0,312.0,395.0,338.0,418.0,475.0,489.0,463.0,138.0,163.0,Radio Ga Ga - 2011 Mix,Queen,spotify:track:1HmzAZUvhQLhLo2z3ocpZI,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,spotify:album:7oHaj9jkWHByziQsqGAb8V,0.179,0.744,0.502,0.000172,0.19,-7.705,0.0359,112.345,0.655,64.0
Wind Of Change,The Scorpions,1991,222.0,,232.0,177.0,140.0,236.0,293.0,315.0,421.0,265.0,312.0,291.0,250.0,283.0,260.0,232.0,225.0,250.0,243.0,294.0,283.0,Wind Of Change,Scorpions,spotify:track:3ovjw5HZZv43SxTwApooCM,spotify:artist:27T030eWyCQRmDyuvr1kxY,spotify:album:3dLKM8bD8R3H3XnSOXGjTF,0.315,0.452,0.524,0.0,0.103,-10.108,0.0351,151.505,0.246,76.0
Born To Run,Bruce Springsteen,1975,223.0,210.0,105.0,90.0,120.0,131.0,189.0,206.0,149.0,145.0,128.0,144.0,179.0,179.0,135.0,173.0,173.0,141.0,180.0,215.0,204.0,Born to Run,Bruce Springsteen,spotify:track:6hTcuIQa0sxrrByu9wTD7s,spotify:artist:3eqjTLE0HfPfh78zjh6TqT,spotify:album:43YIoHKSrEw2GJsWmhZIpu,0.00501,0.27,0.944,2.05e-05,0.116,-4.199,0.0975,146.347,0.606,72.0
One Way Wind,The Cats,1971,224.0,198.0,300.0,328.0,282.0,327.0,280.0,217.0,204.0,233.0,298.0,311.0,411.0,596.0,668.0,540.0,691.0,741.0,684.0,760.0,714.0,One Way Wind,The Cats,spotify:track:2TUGqSnkaIQylLanv1UWBr,spotify:artist:4mplweFSgMgpH03ruEMEMv,spotify:album:4i4l47flveBTl1MtUucuGD,0.0388,0.645,0.653,0.00229,0.179,-9.576,0.0249,108.867,0.723,52.0
Through The Barricades,Spandau Ballet,1986,225.0,291.0,221.0,290.0,371.0,439.0,522.0,548.0,635.0,486.0,578.0,541.0,620.0,844.0,709.0,538.0,583.0,689.0,590.0,755.0,708.0,Through the Barricades - Remastered,Spandau Ballet,spotify:track:5ALQSecfsZLsWip5CZK9aN,spotify:artist:2urZrEdsq72kx0UzfYN8Yv,spotify:album:5O1G1WHUO1IVRbl5VUUIdH,0.303,0.485,0.278,0.00011,0.122,-14.06,0.0307,146.012,0.166,59.0
Have I Told You Lately,Van Morrison,1989,226.0,297.0,154.0,134.0,105.0,130.0,108.0,110.0,77.0,99.0,110.0,123.0,143.0,248.0,245.0,267.0,326.0,381.0,431.0,535.0,579.0,Have I Told You Lately,Van Morrison,spotify:track:1VsGYaCBFjCVudtX9IGqDg,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,spotify:album:2vE3SSFPxYt7jRu93j6rsi,0.278,0.344,0.477,0.0128,0.136,-10.266,0.0338,143.78,0.182,67.0
Musica E,Eros Ramazzotti,1989,227.0,467.0,383.0,333.0,384.0,319.0,277.0,307.0,330.0,310.0,354.0,355.0,400.0,442.0,415.0,561.0,559.0,761.0,747.0,891.0,909.0,La Cosa Mas Bella,Eros Ramazzotti,spotify:track:1EZypwk0xcj64ZLAglhLs2,spotify:artist:61J0BktHv7PuP3tjTPYXSX,spotify:album:49oNMRzQcMBCqiz03JOQqq,0.0813,0.708,0.752,0.0,0.204,-6.679,0.026,110.0,0.599,65.0
Help,The Beatles,1965,228.0,290.0,391.0,550.0,389.0,420.0,516.0,467.0,475.0,443.0,472.0,516.0,623.0,466.0,653.0,919.0,782.0,1042.0,994.0,931.0,840.0,Help - The Beatles Cover,Silverstein,spotify:track:2T9bcO0CixyUmQiQtq4HtB,spotify:artist:1Tsag5J854qxeOo2apszug,spotify:album:3XfCJPZ4WIWAR2EwDDF0vv,0.0258,0.324,0.929,0.0,0.0402,-4.271,0.0899,195.176,0.377,19.0
Down Under,Men At Work,1982,229.0,188.0,285.0,206.0,237.0,336.0,344.0,406.0,598.0,364.0,586.0,619.0,598.0,505.0,421.0,570.0,558.0,642.0,518.0,517.0,,Down Under,Men At Work,spotify:track:46RVKt5Edm1zl0rXhPJZxz,spotify:artist:0f3EsoviYnRKTkmayI3cux,spotify:album:6GYIy1SuhPDrugCZ5yNeQy,0.0485,0.746,0.79,0.0261,0.0534,-4.7,0.0257,107.231,0.891,72.0
Window Of My Eyes,Cuby & the Blizzards,1968,230.0,91.0,45.0,84.0,84.0,84.0,89.0,88.0,69.0,76.0,87.0,81.0,38.0,106.0,142.0,136.0,194.0,259.0,248.0,363.0,,"Window Of My Eyes - From ""The American"" Soundtrack",Cuby & The Blizzards,spotify:track:5sTFozFnwuXbWyw0Qaj4LX,spotify:artist:1cxNemZ9o1ObvAbgq4WzvQ,spotify:album:2KHBkxWYnhEdz5c5m6hKiI,0.189,0.406,0.526,0.0024,0.305,-8.882,0.0293,183.842,0.411,41.0
Sara,Fleetwood Mac,1980,231.0,306.0,188.0,166.0,194.0,278.0,329.0,359.0,371.0,287.0,275.0,273.0,268.0,289.0,241.0,227.0,211.0,268.0,261.0,273.0,288.0,Sara - 2015 Remaster,Fleetwood Mac,spotify:track:0YuCATlVwxG5Mq8lN2Omro,spotify:artist:08GQAI4eElDnROBrJRGE0X,spotify:album:1d075yQcykHjerQ2BN0ABn,0.423,0.735,0.534,0.00267,0.204,-12.154,0.0295,127.01,0.551,56.0
Vriendschap,Het Goede Doel,1983,232.0,292.0,481.0,540.0,693.0,619.0,680.0,732.0,880.0,681.0,984.0,1080.0,1117.0,1104.0,1144.0,1259.0,1323.0,972.0,1294.0,1448.0,1265.0,Vriendschap,Het Goede Doel,spotify:track:13mvLR1T0GesAY3jhM9lAw,spotify:artist:73G7RMWMbWUGc8tkXeQoJQ,spotify:album:3FhvAa1JUA71NTX6AJBfpc,0.431,0.562,0.348,0.000426,0.197,-14.347,0.0301,170.2,0.721,44.0
Vluchten Kan Niet Meer,Frans Halsema & Jenny Arean,1977,233.0,242.0,431.0,445.0,527.0,316.0,231.0,278.0,272.0,280.0,514.0,544.0,629.0,801.0,718.0,1113.0,954.0,1139.0,1212.0,1358.0,1303.0,,,,,,,,,,,,,,,
99 Luftballons,Nena,1983,234.0,288.0,366.0,345.0,144.0,357.0,436.0,310.0,511.0,334.0,493.0,428.0,543.0,279.0,374.0,413.0,411.0,439.0,376.0,309.0,407.0,99 Luftballons,Nena,spotify:track:4ZhPLoMzZwewHLLjV1J15c,spotify:artist:6Tz0QRoe083BcOo2YbG9lV,spotify:album:78hVLZZJhaXgrnfXKc6yxF,0.103,0.575,0.555,1.3e-06,0.111,-7.495,0.0453,95.361,0.504,72.0
"See Me, Feel Me",The Who,1970,235.0,243.0,234.0,233.0,226.0,,448.0,433.0,569.0,494.0,402.0,488.0,534.0,498.0,583.0,532.0,798.0,727.0,848.0,1433.0,1239.0,"See Me, Feel Me - Single Version",The Who,spotify:track:7HVLE4CWBQjQi3Vyiz0fbe,spotify:artist:67ea9eGLXYMsO2eYQRui3w,spotify:album:0FVnJBGOQD3Kx2x87Er2Az,0.0914,0.375,0.336,0.0,0.077,-10.513,0.0308,93.988,0.0759,37.0
Eleanor Rigby,The Beatles,1966,236.0,323.0,420.0,372.0,377.0,338.0,411.0,327.0,292.0,328.0,273.0,320.0,303.0,321.0,308.0,400.0,396.0,419.0,411.0,566.0,454.0,Eleanor Rigby - Remastered 2009,The Beatles,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,spotify:album:3PRoXYsngSwjEQWR5PsHWR,0.936,0.581,0.28,1.56e-05,0.305,-9.091,0.0381,137.831,0.813,69.0
