2019,titel,artiest,jaar,id
1293,Dodenrit,Drs. P,1974,12h7TXKEL1HtjmiWatGFb5
1294,Wij Zullen Doorgaan,Ramses Shaffy,1975,19MAlVmXa2jrccQiFVi5UE
1295,Fluorescent Adolescent,Arctic Monkeys,2007,7e8utCy2JlSB8dRHKi49xM
1296,Rapper's Delight,The Sugarhill Gang,1979,0FWhGmPVxLI6jOVF0wjALa
1297,Malle Babbe,Rob De Nijs,1975,6zmHu6LBDm961R4UUtbRi8
1298,Take Five,Dave Brubeck Quartet,1962,1YQWosTIljIvxAgHWTp7KP
1299,Living In Another World,Talk Talk,1986,03d3DCqwvt65Orfdomjs6e
1300,Eternal Flame,The Bangles,1989,5MoDQWMDMaAGDEiWsJfeCi
1301,Stiekem Gedanst,Toontje Lager,1983,1tU5J8aMqCQe7WtqTkFLQL
1302,The Reflex,Duran Duran,1984,4sz1Ng2Cgidfqqiy0pNL6R
1303,Vluchten Kan Niet Meer,Frans Halsema & Jenny Arean,1977,2FUwyzcd4IveujPTuygjRH
1304,Cose Della Vita,Eros Ramazzotti,1998,0z3Voyxi0FH0SQBc7c4wri
1305,Cambodia,Kim Wilde,1981,2Sh3g4QYQrIAsvgfTXmSaX
1306,Dear Mama,2Pac,1998,6tDxrq4FxEL2q15y37tXT9
1307,Roundabout,Yes,1972,0YveezON7jpiaHA8fnUHxN
1308,Ode To My Family,The Cranberries,1994,1AWXiUQjoQfcmqaBEtaOoL
1309,Don't Bring Me Down,Electric Light Orchestra,1979,72ahyckBJfTigJCFCviVN7
1310,Theme From 'New York New York',Frank Sinatra,1980,4ODWgs1CVAZKDbryEodjiz
1311,Watermensen,3JS,2008,5qI1HJUgZhnzn94nABAWrl
1312,The Promise You Made,Cock Robin,1986,01m6wYrCrH6lgH0JAJpkK5
1313,Streets Of London,Ralph McTell,1972,0P49pJa288tm8gKbFcofn9
1314,Make Me Smile (Come Up And See Me),Steve Harley & Cockney Rebel,1975,184QpO8ZchGncbNyJe9SDT
1315,Ben Ik Te Min,Armand,1967,5s6yU2Gfs9oCTxiX2LNbHC
1316,Every Teardrop Is A Waterfall,Coldplay,2011,2U8g9wVcUu9wsg6i7sFSv8
1317,Jerusalem,Anouk,2005,7hyKCzbTTb72jmZx6AoNRN
1318,Back Home,Golden Earring,1970,1MbOhpUF9pna1yeGvkafY6
1319,Apache,The Shadows,1960,0sZy1HE2aGBQABHfVRQ4jB
1320,Midnight Train To Georgia,Gladys Knight & The Pips,1973,7MF7QAodbGzNYav5ZfIhAY
1321,I Am The Walrus,The Beatles,1967,6Pq9MmkDQYZiiCDpxnvrf6
1322,Phantom Of The Opera,Floor Jansen & Henk Poort,2019,6ZJ7gv4YmbFAHCHMwsB8ZL
1323,Memories,Earth & Fire,1972,5malcEQy6M2qmfKdS6ajZs
1324,Tragedy,Bee Gees,1979,6UXXeFqMBGiqjkzQzkMT3E
1325,Black Night,Deep Purple,1970,7yn7rpRvg6XCq10B94etIp
1326,Drive,R.E.M.,1992,3geRffSf6eAruhg23RkpKV
1327,The Racing Rats,Editors,2008,0WzfPV1hQIM8KsxGN4yttJ
1328,Sloop John B,The Beach Boys,1966,2ULL3VZf4WwBKO4vjwT7Bg
1329,The Next Episode,Dr. Dre ft. Snoop Dogg,2000,2eknDuc5IeulN0hnwEZsjF
1330,Fire (Live),Bruce Springsteen,1986,7lqDKfbqbWpDvoPPxz6xTN
1331,All My Life,Foo Fighters,2002,6tsojOQ5wHaIjKqIryLZK6
1332,Cleanin' Out My Closet,Eminem,2002,7BMO7O7ImjV8HNTH74Tshv
1333,Big Log,Robert Plant,1983,7257drAN3eTtaaUUPw95B3
1334,Remedy,The Black Crowes,1992,217a9W3cZ3ur40RFQW2pTo
1335,Pain,The War On Drugs,2017,59P1nrdEImkAKa1nyW9X2e
1336,Hold Me,Anouk & Douwe Bob,2014,42sfAALSZix5b2y5trScFl
1337,Mushanga,Toto,1988,2ixCoRL71z0cmHKwZGEhYE
1338,Love Is All,Roger Glover & Guests,1975,4xVvKpua7eX68Ic1TDqaUw
1339,World Of Hurt,Ilse DeLange,1998,21UPgYoW74iDIdVkiWt2cD
1340,Budapest,George Ezra,2014,7q0aQpiLv5tIsupcgQ3Ny4
1341,Love On The Rocks,Neil Diamond,1980,6XNGIaXv2xljDcxQ99p65f
1342,Sky And Sand,Paul Kalkbrenner,2008,4IsHMzDbRE8q5Z4ALsQj3o
1343,In Dreams,Roy Orbison,1963,5YsyqcewwE0c1ukzHVciS3
1344,Somebody Told Me,The Killers,2004,7HGTkn2aX7MNdKs7nV2xBt
1345,Sledgehammer,Peter Gabriel,1986,4AUS8KNz7zX8XFu9L38GT0
1346,Biko,Peter Gabriel,1980,4X5nq5swAfwEMqDOOJpEA8
1347,My Generation,The Who,1965,4u9f8hqstB7iITDJNzKhQx
1348,Dance Monkey,Tones and I,2019,2XU0oxnq2qxCpomAAuJY8K
1349,The Saints Are Coming,U2 & Green Day,2006,6uQL0epVs9N9Bergafaf6x
1350,Shoes Of Lightning,Racoon,2013,49EZkSLAz7I6vFJdsq3aIE
1351,Waarom Nou Jij,Marco Borsato,1994,3HHZS6PyMR4MQujYTi0gcy
1352,Geen Kind Meer,Karin Bloemen,1996,5MAl351VB0il1Rs6Bfphoz
1353,Save A Prayer,Duran Duran,1985,1ff8lsrJ2kuZuofMw81EQo
1354,I've Got Dreams To Remember,Otis Redding,1968,4Ym0HjYfgEaUgjI3WuDqMK
1355,Are You Gonna Go My Way,Lenny Kravitz,1993,45Ia1U4KtIjAPPU7Wv1Sea
1356,In My Life,The Beatles,1965,3KfbEIOC7YIv90FIfNSZpo
1357,Les Lacs Du Connemara,Michel Sardou,1982,3vHswuqTNO0hIiW6am0tKB
1358,In My Place,Coldplay,2002,2nvC4i2aMo4CzRjRflysah
1359,Don't Answer Me,The Alan Parsons Project,1984,3IeVrRu0jOlwOkTwD9AykT
1360,Is This Love,Bob Marley & The Wailers,1979,6JRLFiX9NJSoRRKxowlBYr
1361,Tuesday Afternoon,The Moody Blues,1968,31pi9vJJWHZxygk8AoGd0d
1362,House For Sale,Lucifer,1975,4kXbcScK3ScRFrZVlBytnm
1363,Mijn Vlakke Land,Jacques Brel,1965,3cefQ11SVwiuDsqRzboJps
1364,No Good (Start The Dance),The Prodigy,1994,1qHKYuAeVf0XISmgwaacHf
1365,Hemel Valt,Typhoon,2015,2d0amOy3Pd3Y88EwAtBlj2
1366,Bad Romance,Lady Gaga,2009,2dyB5DGHMUvNOdnUD9ziP8
1367,The Cross,Prince,1987,60vEugO8qAECUVj1KpiQaP
1368,Breathe,The Prodigy,1996,5oPUBUzrAnwvlmMzl1VW7Y
1369,One Love - People Get Ready,Bob Marley & The Wailers,1984,2HcyIzVsX45jLIxK7SH2aI
1370,Cold As Ice,Foreigner,1977,7vidktgNZFQylTgH1GEnMs
1371,Livin' Thing,Electric Light Orchestra,1976,2hdNya0b6Cc2YJ8IyaQIWp
1372,Night Fever,Bee Gees,1978,3mRM4NM8iO7UBqrSigCQFH
1373,Times Are Changing,Di-rect,2009,7dkxB8qm2goT2KSpnDrG8Q
1374,Faded,Alan Walker,2016,7gHs73wELdeycvS48JfIos
1375,Munich,Editors,2005,1TF8mSG5YHyaS4o3NeBSAo
1376,Nescio,Nits,1983,0xwCmhv3fFTgdX2IDZE4ai
1377,Rumour Has It,Adele,2011,76N7FdzCI9OsiUnzJVLY2m
1378,Learning To Fly,Tom Petty And The Heartbreakers,1991,17S4XrLvF5jlGvGCJHgF51
1379,Baby Can I Hold You,Tracy Chapman,1988,2DjWsDGgL1xNbhnr7f6t5F
1380,Big Love,Fleetwood Mac,1987,0hOA8SoraNo2ZP1amtVYnY
1381,Vertigo,U2,2004,57ZXcBtCZXSg9TVV5xRdnR
1382,When I Was Your Man,Bruno Mars,2013,0nJW01T7XtvILxQgC5J7Wh
1383,High On Life,Martin Garrix,2018,4ut5G4rgB1ClpMTMfjoIuy
1384,S.O.S.,ABBA,1975,3Od3St4oAGyxOBmykF4H2G
1385,Major Tom (Völlig Losgelöst),Peter Schilling,1983,6FLbiM2QNa9wbeybXLXXGN
1386,Josephine,Chris Rea,1985,6JFfOp1LTXnyDCTfHlOc9j
1387,Keep Your Head Up,Ben Howard,2011,5fpEDGQX0Ah3utGnFYulQZ
1388,Pumped Up Kicks,Foster The People,2011,7w87IxuO7BDcJ3YUqCyMTT
1389,I'm Going Home,Ten Years After,1971,6gOm4w7mbeIsouBWpRc9Qj
1390,"Oh, Pretty Woman",Roy Orbison,1964,48i055G1OT5KxGGftwFxWy
1391,Guitar Man,Elvis Presley,1968,5blcqgpsuKhm0WQwMsmywj
1392,Cecilia,Simon & Garfunkel,1970,6QhXQOpyYvbpdbyjgAqKdY
1393,Mia,Gorki,1992,13S2jsw3viKUo5kGRMF7Az
1394,Uncertain Smile,The The,1984,7d8NzhD3rycPayNCzmb9rK
1395,Right Next Door (Because Of Me),The Robert Cray Band,1987,67mzUTffcYdKgFdBj2t1rp
1396,Lady Jane,The Rolling Stones,1966,19kAUW6NMzgDHKT19s7782
1397,Live And Let Die,Guns N' Roses,1991,0rFWuqFgHAfuzE8uSB9TWR
1398,All The Small Things,Blink-182,1999,2m1hi0nfMR9vdGC8UcrnwU
1399,Memory Remains,Metallica,1997,0vhOJ8a3M2LWnBNrDXJKDl
1400,An End Has A Start,Editors,2007,1U2xFfjK1QUuicENnW0iwv
1401,Bend And Break,Keane,2005,1hoyGI5Hj81BT7Rkb9uXGF
1402,Sir Duke,Stevie Wonder,1977,4pNiE4LCVV74vfIBaUHm1b
1403,I Won't Give Up,Jason Mraz,2012,4ISmDGI64oe72bF7wOVCpm
1404,All I Ask,Adele,2015,1wMALZpuqAy7amQsFBWQ8m
1405,Working On A Dream,Bruce Springsteen,2008,08QZBupqwLXOalOpgiTi5e
1406,In Bloom,Nirvana,1991,30HCB1FoE77IfGRyNv4eFq
1407,Waiting On The World To Change,John Mayer,2006,5imShWWzwqfAJ9gXFpGAQh
1408,Don't Leave Me This Way,The Communards & Sarah Jane Morris,1986,0ire4j2mcGovF5JA1D2cTp
1409,Crazy,Seal,1991,6Vz7vzOpCwKeSQlfViibuY
1410,Off The Wall,Michael Jackson,1979,3zYpRGnnoegSpt3SguSo3W
1411,Jump Around,House of Pain,1992,3TZwjdclvWt7iPJUnMpgcs
1412,Fire And Rain,James Taylor,1970,3LcYYV9ozePfgYYmXv0P3r
1413,Magnificent (She Says),Elbow,2016,7nZOHks3CYi2hAfRoVrolM
1414,Happiness,Jonathan Jeremiah,2011,5GEs6KYkV9bzN4HZr6rcRQ
1415,My Baby Just Cares For Me,Nina Simone,1987,6VTbbVjKOC2qWagIDbkJrC
1416,Fireflies,Owl City,2009,3DamFFqW32WihKkTVlwTYQ
1417,Ghost Love Score,Nightwish,2004,0PojnMi4bDUjIfK1ws0FuM
1418,The Monster,Eminem & Rihanna,2013,48RrDBpOSSl1aLVCalGl5C
1419,As,George Michael & Mary J. Blige,1999,7r3KzVwHtr2iMZtqJvFn9A
1420,Nicotine,Chef'Special,2017,5YqwpwmzMGwUIU9h1kcOK8
1421,We Didn't Start The Fire,Billy Joel,1989,3Cx4yrFaX8CeHwBMReOWXI
1422,Mercy,Muse,2015,2qkmPUG7ARsRwhVICQVwQS
1423,Live And Let Die,Paul McCartney & Wings,1973,2p5YsiLsdmFlBtJOmFXDDj
1424,Because The Night,Patti Smith Group,1978,77XlfkvXtMwppbEU5sku97
1425,Voltooid Verleden Tijd,Is Ook Schitterend!,1997,5NNzSXY8cAbUhU7Viaird6
1426,Het Is Koud Zonder Jou,André Hazes,1980,22bJjR1dyAld2KD1o2YnFt
1427,Blueberry Hill,Fats Domino,1957,2NkAoxQOr6MGdMB5JDTU81
1428,One More Time,Daft Punk,2000,0DiWol3AO6WpXZgp0goxAV
1429,'n Vriend,André Hazes,1980,4hFWBYulMwVRo2KZ8VFbbg
1430,Always Remember Us This Way,Lady Gaga,2019,2rbDhOo9Fh61Bbu23T2qCk
1431,Down On The Corner,Creedence Clearwater Revival,1969,2gE95JskwQ1pCACTpGe1Db
1432,Glycerine,Bush,1994,7wpYSigAhQeZp3cdsMQ3Af
1433,Twist And Shout,The Beatles,1963,5ZBeML7Lf3FMEVviTyvi8l
1434,City Of Blinding Lights,U2,2005,2R3wzFFjNYc1z3PSoO8FNV
1435,The Way It Is,Bruce Hornsby & The Range,1986,6V50MyHPGhEmwYu0Wdyf0t
1436,Harvest,Neil Young,1972,7hpk3H8tjWh23edusCKW5O
1437,Forever Autumn,Jeff Wayne,1978,7f2N1tdMVkTsd8jTO5l4F5
1438,Appleknockers Flophouse,Cuby & The Blizzards,1969,0iA1Ktr8lDnkDQ5bun2dJM
1439,The Name Of The Game,ABBA,1977,4CGoNahcgmwPdesr6f5Tng
1440,Nightporter,Japan,1980,5Wj1LsuKos3wyQNnWZqJTz
1441,Weather With You,Crowded House,1991,6tXnRSvuNgOq4QcxpIN54r
1442,Blauwe Dag,Suzan & Freek,2019,6bQDOThuAyOYVFomm36lR4
1443,A Change Is Gonna Come,Sam Cooke,1964,0KOE1hat4SIer491XKk4Pa
1444,Walk This Way,Run DMC & Aerosmith,1986,6qUEOWqOzu1rLPUPQ1ECpx
1445,Maggie May,Rod Stewart,1971,6rovOdp3HgK1DeAMYDzoA7
1446,Should I Stay Or Should I Go?,The Clash,1991,39shmbIHICJ2Wxnk1fPSdz
1447,More Than Words,Extreme,1991,1gVgkQFOKa8Wc1HYsJtPdH
1448,Pure Morning,Placebo,1998,1TqmZVIyeD4aN4Wa0wbnfy
1449,Daniel,Elton John,1973,1BvJmtaXsqtH438BcDPeBb
1450,N'Oubliez Jamais,Joe Cocker,1997,1uLBV01mO4YMeoUQ3jhyQn
1451,The Worker,Fischer-Z,1979,4sxsZUKO543RzqWPeA5cQY
1452,Tennessee Whiskey,Chris Stapleton,2015,3fqwjXwUGN6vbzIwvyFMhx
1453,Hide In Your Shell,Supertramp,1974,0ldE7rHWykc9OUViCzdviV
1454,Mannish Boy,Muddy Waters,1988,58PSYdY0GFg0LFb2PxYk4T
1455,The First Time Ever I Saw Your Face,Roberta Flack,1972,0SxFyA4FqmEQqZVuAlg8lf
1456,Mirrors,Justin Timberlake,2013,4rHZZAmHpZrA3iH5zx8frV
1457,Human Touch,Bruce Springsteen,1992,1o53HbxmOy5TzThJdBaDZb
1458,Are You Lonesome Tonight,Elvis Presley,1961,6vXZs9rEQF7Nd6O8Ue7NrT
1459,Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,1967,7tqhbajSfrz2F7E1Z75ASX
1460,Unwritten,Natasha Bedingfield,2004,1D1nixOVWOxvNfWi0UD7VX
1461,Kalverliefde,Robert Long,1974,
1462,The Life I Live,Q65,1966,67z8xOJ6ayyqntUzH5ix79
1463,Lookin' Out My Back Door,Creedence Clearwater Revival,1970,3RTUfvRgq3pYTf7XY0FIcS
1464,Greatest Love Of All,Whitney Houston,1986,6yJxCltgtmGxIgKOS6ndnu
1465,I Want You To Want Me,Cheap Trick,1979,1JkZg3eMQTmTn93E8Yd3UL
1466,Vlieg Met Me Mee (Live),Paul de Leeuw,1992,1pl9AysLfkI43dEBfrDepE
1467,Gute Nacht Freunde,Reinhard Mey,1974,2XoSeNKncfKLbymRPpdLPx
1468,Touch Me,The Doors,1969,4BVE5tIIpYabZcYCbephNW
1469,When I Come Around,Green Day,1995,1Dr1fXbc2IxaK1Mu8P8Khz
1470,Feeling Good,Muse,2001,5Yj4AP0JGQWierBFKdKVyS
1471,Won't Get Fooled Again,The Who,1971,5s1VORsus8WrrDiEjlmB7S
1472,25 Or 6 To 4,Chicago,1970,7GqIDx2QVGOpd4r1fZaUUW
1473,Sowing The Seeds Of Love,Tears for Fears,1989,0PbAyLrJRDxckQBLQ2Addc
1474,I'm Yours,Jason Mraz,2008,5smPViFYtztTo7ww9gJXpD
1475,It Must Have Been Love,Roxette,1990,6kvoHl80mfCVTv7XnZkjQn
1476,Angel Of Harlem,U2,1988,7iBav4v8maicL8cWKGxFhQ
1477,(You're) The Devil In Disguise,Elvis Presley,1963,0D1pEisM3QkiacGXJe5dmd
1478,Wit Licht,Jeroen van Koningsbrugge,2015,3x5ygBPL7i81nixEiGzxAW
1479,Spicks And Specks,Bee Gees,1967,3VDc5gm14mRYDUANXeLW5Y
1480,Scenes From An Italian Restaurant,Billy Joel,1977,3utq2FgD1pkmIoaWfjXWAU
1481,Europa (Earth's Cry Heaven's Smile),Santana,1976,5Yp3e8RcjYevBTZYJ7OD7s
1482,Luka,Suzanne Vega,1987,5yMXAaSvxo12QkYU75Ixv0
1483,In These Arms,Bon Jovi,1993,0vTKR5TQD03kASmEGlyDF3
1484,Vogue,Madonna,1990,27QvYgBk0CHOVHthWnkuWt
1485,Blitzkrieg Bop,Ramones,1976,4KcH1ZRV2W1q7Flq0QqC76
1486,Family Portrait,P!nk,2002,6VD5vEK2wVfTG7q84pJ6EO
1487,We All Stand Together,Paul McCartney & Frog Chorus,1985,1X2ZZDB0lbqIHMoVPA1cdO
1488,Listen,Beyoncé,2007,4z7Ja0RNran3XpIvc1PIQz
1489,Killing Me Softly,Fugees,1996,0Q0IVlqMV64kNLlwjPj0Hl
1490,Oxygene IV,Jean Michel Jarre,1977,4bePJElCkyg8Zb9rY2gTYZ
1491,Run To The Water,Live,2000,3QdgPYfiUciRm2IbgirVta
1492,Summertime,Ella Fitzgerald & Louis Armstrong,1958,2gNjmvuQiEd2z9SqyYi8HH
1493,Handle With Care,Traveling Wilburys,1988,1vQxicuNSODoBECPMFjHMG
1494,You Have Been Loved,George Michael,1997,1W19bowAmX4WJusclbWIbM
1495,Kijk Omhoog,Nick & Simon,2007,09iiCqg36QCONd7Ofv7KoH
1496,San Francisco (Be Sure To Wear Some Flowers In Your Hair),Scott McKenzie,1967,77qBwefBIdzymXNCuAI8YX
1497,Slapeloze Nachten,The Opposites,2013,4irihaxOJ7ZP5pw48zwvsd
1498,Nights On Broadway,Bee Gees,1975,4JjcCdm0RSPuvQWnZyrNkm
1499,Live Forever,Oasis,1994,2SwLswBtbxloI4uMcfkfLf
1500,Een Meisje Van 16,Boudewijn de Groot,1965,7KxBI0L4Ngn4qDvsOVITAK
1501,Story Of My Life,One Direction,2013,4nVBt6MZDDP6tRVdQTgxJg
1502,What A Fool Believes,The Doobie Brothers,1978,2yBVeksU2EtrPJbTu4ZslK
1503,Home By The Sea,Genesis,1983,14AI8Qt9giIa8uzek1I24O
1504,Sorry Seems To Be The Hardest Word,Elton John,1976,4eP6oyNbAJcViaiHtPsOCh
1505,MMm MMm MMm MMm,Crash Test Dummies,1993,76nvqWPFucUra1xCkN1tnD
1506,A Hard Day's Night,The Beatles,1964,5J2CHimS7dWYMImCHkEFaJ
1507,She's Leaving Home,The Beatles,1967,3PjMtNzwhDHqxoKudm6GvF
1508,As Tears Go By,The Rolling Stones,1966,1LD75COdR1n8jTIjommyS2
1509,After Midnight,J.J. Cale,1972,1PC5GV3OaoXx5em8ttQOMI
1510,Home,Michael Bublé,2005,4wLZ4zPM9c4oe1VV8ejdWV
1511,Why Don't You Do Right?,Beth Hart & Joe Bonamassa,2018,6FJWCQkxU5cMYO5eUVcCUu
1512,When You Say Nothing At All,Ronan Keating,1999,0gcjc7Vt5xtcfmJgf6g2IO
1513,De Zon Op,Diggy Dex,2018,55x4DiKHgI4hUKIVsU3ETv
1514,Sure Know Something,KISS,1979,1HBDWCrQVjrALiOA5rILnE
1515,Give Up Your Guns,The Buoys,1972,5kVFPD9CCQdFjd4cnTtHYB
1516,Children,Robert Miles,1996,4wtR6HB3XekEengMX17cpc
1517,I'll Be Over You,Toto,1986,1WeoeHh0TSzsApyJ6Q8OOK
1518,Yellow Submarine,The Beatles,1966,50xwQXPtfNZFKFeZ0XePWc
1519,Tell Him,Céline Dion & Barbra Streisand,1997,6HKChbfE5klrUMHo3NrqzX
1520,Single Ladies (put a ring on it),Beyoncé,2008,5R9a4t5t5O0IsznsrKPVro
1521,Proosten,Guus Meeuwis,2007,2wycvGGLBBaw11yGsqVDrT
1522,Ordinary People,John Legend,2005,2ZA4uMlSZjaoWGFqP1tsLI
1523,Going To A Town,Rufus Wainwright,2007,4jgIzymHtlUCk3DkjWkvFL
1524,It Was A Very Good Year,Frank Sinatra,1968,2ID3rNM3hFBjqrLcV0Wr0y
1525,One Moment In Time,Whitney Houston,1988,3S3dZXxNGghLtOqehzHtii
1526,Mooi Liedje,Acda & De Munnik,1997,0he0fIkQSBhbLRJo5lfeeC
1527,At Seventeen,Janis Ian,1975,7wJpqjqk8QbHpCakY1ZacY
1528,Youngblood,5 Seconds Of Summer,2018,2iUXsYOEPhVqEBwsqP70rE
1529,Seven Wonders,Fleetwood Mac,1987,1VN2vWSkSmMKOhxr8lHzSx
1530,Heathens,Twenty One Pilots,2016,6i0V12jOa3mr6uu4WYhUBr
1531,Everything,Michael Bublé,2007,4T6HLdP6OcAtqC6tGnQelG
1532,Zaterdag,Bløf,1999,3GxXNiBR3inJ0UoyXyWaot
1533,Give Me Love,Ed Sheeran,2012,0SuG9kyzGRpDqrCWtgD6Lq
1534,Lessons In Love,Level 42,1986,3EGI5qmVmGlfgy9BmNb1R8
1535,Babel,Mumford & Sons,2013,0hm8rgOY17z7kQJlqGKbu7
1536,Summertime,Brainbox,1969,2NZgswCQADocBJImSyZzP7
1537,God Save The Queen,Sex Pistols,1979,6ui6l3ZNvlrGQZArwo8195
1538,La Vie En Rose,Grace Jones,1977,5yJrl2r0vr6u9BXqQXZE3V
1539,Gold On The Ceiling,The Black Keys,2011,5lN1EH25gdiqT1SFALMAq1
1540,It's Raining Men,The Weather Girls,1983,4caiYv89C9GZdDD1RzshWd
1541,Breakeven,The Script,2009,38xWaVFKaxZlMFvzNff2aW
1542,In The Army Now,Status Quo,1986,6B0g7kIHu1QNIKRo4a8DLW
1543,Big In Japan,Alphaville,1984,3BZGi1yUqQyCNC868AqUGG
1544,Shiny Happy People,R.E.M.,1991,1v2zyAJrChw5JnfafSkwkJ
1545,Prikkebeen,Boudewijn de Groot,1968,7qHuC8Hvc7yWbuCeueh0SR
1546,In Between Days,The Cure,1985,07CyrZF9eVd02zzIse7tZA
1547,Midnight Rambler,The Rolling Stones,1969,3tIvHt7VaIenprWXrYzgwb
1548,Food For Thought,UB40,1983,5YkkeIiErNf2ckvMxmT5RT
1549,If I Were A Boy,Beyoncé,2008,26NX1wPt1TRCH536yocd6i
1550,Brilliant Disguise,Bruce Springsteen,1987,0nqbZ17t9v52SCemAm1QP0
1551,Times Were When,The Cats,1968,5dlok4lYndri2ZVlcSFBOl
1552,Outlaw In 'Em,Waylon,2018,1Ryw2NPudgM1SRGZx91RbL
1553,Crazy In Love,Beyoncé & Jay-Z,2002,5IVuqXILoxVWvWEPm82Jxr
1554,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3
1555,Why Can't This Be Love,Van Halen,1987,0TaT50ZZxT4ytZxuqkE3A9
1556,Just The Way You Are,Bruno Mars,2010,7BqBn9nzAq8spo5e7cZ0dJ
1557,Love Her Madly,The Doors,1971,3MFFDRC4wTN9JNGtzXsZlN
1558,Make It Wit Chu,Queens Of The Stone Age,2008,0Cgd3CK6D2hhbwmLRvtscH
1559,Uninvited,Alanis Morissette,1999,7c1iI6dwdCpHGYT8DGEfab
1560,Annabel,Hans de Booij,1983,6trgkuKd380kEbIrpEARGo
1561,California Love,2Pac,1996,3djNBlI7xOggg7pnsOLaNm
1562,I Want To Hold Your Hand,The Beatles,1964,4pbG9SUmWIvsROVLF0zF9s
1563,Rock And Roll,Led Zeppelin,1971,4PRGxHpCpF2yoOHYKQIEwD
1564,Fox On The Run,Sweet,1975,4uip0lLkMKl1nwchsdXs1r
1565,I'm A Believer,The Monkees,1966,2OiOI7sppJH3oDmafgkGiJ
1566,The Eyes Of Jenny,Sandy Coast,1981,6w8T2AwZ4k47OF1w2Jj2e1
1567,Hey Ya!,OutKast,2004,2PpruBYCo4H7WOBJ7Q2EwM
1568,Still Believe,Herman Brood & His Wild Romance,1978,449mBfHMS2MyM4qjDScYtV
1569,A Head Full Of Dreams,Coldplay,2016,6f49kbOuQSOsStBpyGvQfA
1570,(Something Inside) So Strong,Labi Siffre,1987,2z8PSS00q39tUuVjYfTO67
1571,Theme From 'Harry's Game',Clannad,1983,4xOA16KicwjRnlLjmNCYGk
1572,Sing For Absolution,Muse,2003,1hHuyqVCZCbhYQixEkdQCo
1573,Fly Like An Eagle,Steve Miller Band,1976,3e0FzZjTXOUtiJGSClOBrI
1574,The Road Ahead (Miles Of The Unknown),City To City,1999,7uVUNMMVCD6Bdzeh3GHQG2
1575,Mary Jane's Last Dance,Tom Petty And The Heartbreakers,1993,3dmqIB2Qxe2XZobw9gXxJ6
1576,Need You Now,Lady Antebellum,2010,11EX5yhxr9Ihl3IN1asrfK
1577,Superheroes,The Script,2014,37sINbJZcFdHFAsVNsPq1i
1578,Relight My Fire,Dan Hartman,1980,6UW4Uo5zRI5gJw5urNwiwN
1579,Woman,Wolfmother,2005,3CkjLJYnnyOtGk4Jx4iYS4
1580,I Got You Babe,UB40 & Chrissie Hynde,1985,07itbZUgkAmBi4CEH5NniJ
1581,Stuck In A Moment You Can't Get Out Of,U2,2000,3xjTuTBaihydhSC7ByNoSb
1582,Als De Rook Om Je Hoofd Is Verdwenen,Boudewijn de Groot,1972,7Hlh2l9e2VAuqI0S9wRHyf
1583,Polly,Nirvana,1991,3tlXDvaNrrOmdvG0XVUOcv
1584,Diane,Therapy?,1995,6CxCwEaodZUnoP4PCghYzC
1585,I Started A Joke,Bee Gees,1969,36CKza28wMxYdjdzji7ine
1586,Out Of Space,The Prodigy,1993,3CL3PBAaY6l0ZuQ3EDw4cl
1587,One,Johnny Cash,2000,5eReKc1D8ZQAg9kzQeHRdH
1588,Mensch,Herbert Grönemeyer,2003,2urspvjqMlyq8JVAudN3DK
1589,Don't You Want Me,The Human League,1982,3L7RtEcu1Hw3OXrpnthngx
1590,Homeward Bound,Simon & Garfunkel,1966,4Xl2PrS3DJqqSKXCo6Uhv9
1591,Poker Face,Lady Gaga,2009,1stDu3Vx172ZarfL1IwLWV
1592,Waterloo Sunset,The Kinks,1967,5nrmGFJ87crVoJF5xdRqwn
1593,Wat Zou Je Doen,Marco Borsato & Ali B,2004,7LpkPEb1lMfnxmx6FB8jQ8
1594,Black Dog,Led Zeppelin,1971,3qT4bUD1MaWpGrTwcvguhb
1595,Hart Van Mijn Gevoel,De Kast,1999,6o0eTZmvmJbLm5xJck1xvN
1596,Niggas In Paris,Kanye West & Jay-Z,2011,1kfGkqNAGpiPGfst4Ln7m6
1597,Get Ready,Rare Earth,1970,0JHj9YBdBGSASzjTQoMleo
1598,Heartbreak Warfare,John Mayer,2009,4gs07VlJST4bdxGbBsXVue
1599,Under My Thumb,The Rolling Stones,1966,5lmGgOaixbwKHtpTzjJoqx
1600,Stay With Me,Sam Smith,2014,5Nm9ERjJZ5oyfXZTECKmRt
1601,In Your Eyes,Peter Gabriel,1986,4qN7nSAVTjPfOOz0wkRQpM
1602,Run The World (Girls),Beyoncé,2011,1uXbwHHfgsXcUKfSZw5ZJ0
1603,Blue Suede Shoes,Elvis Presley,1956,47gmoUrZV3w20JAnQOZMcO
1604,Find The River,R.E.M.,1992,1e3Q7gE5TRUklXOlZFKIrv
1605,Nur Getraumt,Nena,1983,27DEhFC0G2olRFgCTksnfw
1606,Can't Stand Losing You,The Police,1979,39ZC8fZuLGJfpoaTST7vw3
1607,Fight For Your Right (To Party),Beastie Boys,1986,4TvVE0cxfD1XsqNxPAjbMK
1608,We Come 1,Faithless,2001,7reoZz80hQYuWtEn0Lsd0p
