titel,artiest,jaar,id,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Under The Bridge,Red Hot Chili Peppers,1992,3d9DChrdc6BOeFsbrZ3Is0,,,,,,,,71,72,185,35,59,54,60,43,64,66,50,56,66,78
Afscheid Nemen Bestaat Niet,Marco Borsato,2003,4ilTfXGqDvV12IdAogVqZk,,,,,,,,156,169,407,145,383,420,355,448,466,388,719,852,690,815
Bat Out Of Hell,Meat Loaf,1977,3mCeeoBvTTpg8Xy2Wuvirw,,,,,,,,252,337,644,340,280,285,228,310,309,256,321,332,352,363
Omarm,Bløf,2003,2hEqbMDgjr86WBWQi0pIIo,,,,,,,,313,284,664,668,601,535,580,367,440,449,469,344,210,304
Kristallnach,BAP,1983,2aZsp1KAJLMOaW2socza14,,,,,,,,320,208,606,314,347,376,537,562,490,473,634,663,970,892
Telegraph Road,Dire Straits,1982,071BtONQBIq4SkvO0okS4k,,,,,,,,329,85,371,81,73,97,73,52,52,43,53,53,40,40
De Verzoening,Frank Boeijen,1987,1TfD9mQZosd0wbbob2xI9f,,,,,,,,377,388,785,440,560,618,497,466,464,480,737,607,702,642
Can't Stop Loving You,Phil Collins,2002,2W6PNGCN4PGwPMf1jYazL4,,,,,,,,388,448,845,556,537,663,563,586,738,791,844,1004,766,839
It's My Life,Bon Jovi,2000,0v1XpBHnsbkCn7iJ9Ucr1l,,,,,,,,392,306,740,495,415,401,318,385,564,466,536,587,469,516
Innuendo,Queen,1991,4bmak6Hd7NPwVrY26TjKNT,,,,,,,,393,117,470,96,101,63,54,44,44,38,35,38,30,39
Summertime,Ella Fitzgerald & Louis Armstrong,1957,2gNjmvuQiEd2z9SqyYi8HH,,,,,,,,978,900,1660,1311,1152,1139,1146,1012,1132,1167,1427,1568,1188,1492
Wat Zou Je Doen,Marco Borsato & Ali B,2004,7LpkPEb1lMfnxmx6FB8jQ8,,,,,,,,1025,699,1537,689,1175,1071,,1572,1891,1303,1484,1878,1444,1593
Zombie,Cranberries,1994,2IZZqH4K02UIYg5EohpNHF,,,,,,,,1040,245,944,308,285,223,241,246,264,248,222,202,129,123
Everybody's Changing,Keane,2004,5hkdfA87RZvNaxl6XiveOA,,,,,,,,1162,555,1438,750,769,954,901,761,1019,1037,1153,1107,1359,1190
Down On The Corner,Creedence Clearwater Revival,1969,2gE95JskwQ1pCACTpGe1Db,,,,,,,,1180,1256,1837,1281,1072,1275,1267,1409,1629,1553,1606,1542,1406,1431
Fairground,Simply Red,1995,3lghqWELEWj9yEPvme7c4W,,,,,,,,1181,1434,1878,1019,1073,1029,980,1215,1266,1310,1522,1523,1977,1984
Het Is Koud Zonder Jou,André Hazes,1980,22bJjR1dyAld2KD1o2YnFt,,,,,,,,1206,1150,1818,,1870,1987,1648,1844,1836,1957,1881,1856,1446,1426
Shiny Happy People,R.E.M.,1991,1v2zyAJrChw5JnfafSkwkJ,,,,,,,,1210,1367,1871,1038,1013,861,1375,1152,1200,1162,1132,1240,1419,1544
Speed Of Sound,Coldplay,2005,7clUVcSOtkNWa58Gw5RfD4,,,,,,,,1216,334,1140,542,636,591,737,704,826,910,1069,1197,1121,1242
Sunrise,Simply Red,2003,0jGVEPscW8KmqktoHqv2Pa,,,,,,,,1239,1537,1921,1443,1442,1495,1632,1490,1809,1615,1888,1863,1602,1768
New York Minute,Don Henley,1989,2jxqu3v4AZAhUNvdAbDGet,,,,,,,,1295,1148,1843,1296,1380,1143,1234,1208,1106,1286,1320,1437,1894,1627
All I Want For Christmas Is You,Mariah Carey,1994,0bYg9bo50gSsH3LtXe2SQn,,,,,,,,1338,1024,1819,1096,1123,1246,1189,1149,1307,1093,1074,1019,814,722
One Love - People Get Ready,Bob Marley & The Wailers,1984,2HcyIzVsX45jLIxK7SH2aI,,,,,,,,1400,1154,1863,1172,1223,825,820,1117,1398,1200,1531,1628,1318,1369
Life's What You Make It,Talk Talk,1985,2iWTHXaFtRSMhd5OLpYD7f,,,,,,,,1463,1494,1953,1101,1151,1055,1120,1028,926,920,1046,876,1156,816
Calling Elvis,Dire Straits,1991,5g6o2ZEegnAI3MczbwZaTZ,,,,,,,,1484,1565,1967,1530,1493,1808,1421,1551,1708,1838,,,,1985
Met Hart en Ziel,Tröckener Kecks,1990,27zNKTPGfGAuMYmJ0Y6syY,,,,,,,,1509,1392,1945,1479,1545,1406,1539,1564,1403,1559,1886,1787,1839,1790
I Would Die 4 U,Prince & The Revolution,1984,6fBwVe6udYdnRqwqo06if8,,,,,,,,1585,1703,1993,1791,1330,1405,1194,1257,1536,1508,640,999,984,996
Dream On,Aerosmith,1973,5MxNLUsfh7uzROypsoO5qe,,,,,,,,1632,133,708,208,191,189,243,205,225,204,164,154,189,238
Don't Stand So Close To Me,Police,1980,5veJDT0MLsLbhYsx42GXUD,,,,,,,,1660,1728,,1417,1465,1466,1451,1290,1565,1687,1596,1623,1763,1784
Rapper's Delight,Sugarhill Gang,1979,0FWhGmPVxLI6jOVF0wjALa,,,,,,,,1795,1886,,,,1725,1589,1267,1360,1479,1585,1624,1684,1296
Laat Mij Maar Alleen,Klein Orkest,1982,0ndqs8Eugjiefh2YRJQrMU,,,,,,,,1838,,,1951,1960,,,,,,,,,1793
Als De Morgen Is Gekomen,Jan Smit,2006,7HPkvsnyQqQ6PmpLk7D7IR,,,,,,,,1855,131,725,316,526,632,985,1155,1328,1752,1979,,,1836
Sweet Child O' Mine,Guns N' Roses,1988,7snQQk1zcKl8gZ92AnueZW,,,,,,,,,144,890,89,103,67,57,58,65,55,51,36,34,32
Creep,Radiohead,1993,6b2oQwSGFkzsMtQruIWm2p,,,,,,,,,176,1018,283,130,129,116,115,102,117,75,65,87,83
I Don't Want To Miss A Thing,Aerosmith,1998,225xvV8r1yKMHErSWivnow,,,,,,,,,178,1030,441,294,278,419,369,378,356,384,420,530,578
Lopen Tot De Zon Komt,Acda & De Munnik,1997,6svNJ2WPO69uhVOgyBr2VF,,,,,,,,,184,1050,334,312,280,310,254,307,272,274,336,405,390
Street Spirit (Fade Out),Radiohead,1995,5gz38AxRkD6Ywxd4fr2pLj,,,,,,,,,187,1078,92,132,142,125,99,141,134,145,152,183,186
Enjoy The Silence,Depeche Mode,1990,1YwNlWLf8auhazSQUDQLFU,,,,,,,,,192,1120,177,213,181,174,158,142,146,129,116,149,151
Ironic,Alanis Morissette,1995,1d6KS9GH06JAd19uiBy9IE,,,,,,,,,234,1259,1208,572,536,642,651,661,528,465,479,543,755
Thunder Road,Bruce Springsteen,1975,56lhDZNQ5J47aog6mGKeGk,,,,,,,,,250,1321,373,384,397,409,240,285,312,304,357,478,482
Aanzoek Zonder Ringen,Bløf,2007,6Cc0qQpIw9Dzm9c9GSFjRt,,,,,,,,,251,1326,601,587,869,463,736,930,1014,1246,1307,1246,1285
Rehab,Amy Winehouse,2007,1L5tZi0izXsi5Kk5OJf4W0,,,,,,,,,322,1510,758,453,184,342,567,449,426,407,481,369,564
You Know I'm No Good,Amy Winehouse,2007,4zQuwW24dweWcaX0fEJkP2,,,,,,,,,351,1560,642,588,256,426,607,613,612,669,705,635,781
Papa Can You Hear Me?,Barbra Streisand,1983,4FkBydqPtECsV1O5z2VIpZ,,,,,,,,,358,1577,532,465,627,793,895,904,1090,1255,1187,1700,1891
Bad,U2,1984,3fOsKEaGwhp9TRgJnrMA2z,,,,,,,,,365,1608,171,162,213,166,171,155,159,188,158,194,196
Mr. Jones,Counting Crows,1994,5DiXcVovI0FcY2s0icWWUu,,,,,,,,,391,1666,662,643,611,708,568,717,715,485,708,804,943
Tranen Gelachen,Guus Meeuwis,2007,7cBDXLHuTYmY63gEh04UhX,,,,,,,,,394,1675,399,420,497,713,663,765,690,873,1050,967,918
Everything,Michael Bublé,2007,4T6HLdP6OcAtqC6tGnQelG,,,,,,,,,424,1721,219,524,798,795,941,1119,1427,1759,1942,1495,1531
Sometimes You Can't Make It On Your Own,U2,2004,6fzcnVO0X2cpYjsHk19GJo,,,,,,,,,445,1746,839,787,844,1150,744,1001,1052,1445,1502,1812,1797
Goodbye My Lover,James Blunt,2005,6gxycjJNMgmAyfzUXBN80P,,,,,,,,,453,1753,745,709,770,762,841,1056,1047,1204,1309,1616,1629
Vertigo,U2,2004,57ZXcBtCZXSg9TVV5xRdnR,,,,,,,,,486,1785,637,606,709,724,708,1023,1192,1286,1148,1250,1381
Rockin' In The Free World,Neil Young,1989,4Y7fEQ4PAzhlLnLviRw2P4,,,,,,,,,491,1789,367,286,359,359,287,358,269,316,342,368,393
A Long December,Counting Crows,1996,1tjKIXd7DYNklhVSgBxREi,,,,,,,,,519,1824,746,848,807,859,892,1085,1082,1202,1374,1844,1824
Only Time,Enya,2000,6FLwmdmW77N1Pxb1aWsZmO,,,,,,,,,583,1866,846,873,805,710,672,670,610,981,1039,980,950
London Calling,Clash,1979,5jzma6gCzYtKB1DbEwFZKH,,,,,,,,,589,1864,659,781,580,560,496,565,675,792,854,1377,1145
Alive,Pearl Jam,1992,1L94M3KIu7QluZe63g64rv,,,,,,,,,591,1870,49,202,95,59,57,59,61,44,37,55,56
Jerusalem,Anouk,2005,7hyKCzbTTb72jmZx6AoNRN,,,,,,,,,609,1891,900,,988,821,987,1137,1304,1469,1279,1257,1317
Iris,Goo Goo Dolls,1999,6Qyc6fS4DsZjB2mRW9DsQs,,,,,,,,,623,,513,575,369,333,278,380,302,334,346,299,345
The Great Gig In The Sky,Pink Floyd,1973,2TjdnqlpwOjhijHCwHCP2d,,,,,,,,,647,1925,355,370,360,312,252,286,307,403,408,444,456
Jesus He Knows Me,Genesis,1992,0YN4BbP8czMk6QiL62qnWT,,,,,,,,,675,,828,899,907,949,758,789,850,817,771,861,915
Ik Wou Dat Ik Jou Was,Veldhuis & Kemper,2003,5t6mxGSbrfKjocqUlsyAZH,,,,,,,,,683,,761,849,763,900,888,924,1013,1158,1068,1016,1001
Going To The Run,Golden Earring,1991,42OGkTbAKfjSZxEGtGlj2s,,,,,,,,,702,,703,696,648,536,471,553,564,592,529,689,603
American Trilogy,Elvis Presley,1972,28krgBY4VyYEzi2sxioGay,,,,,,,,,712,,849,870,1081,884,1034,1012,969,1348,1435,1637,1656
A Gentleman's Excuse Me,Fish,1990,4iP8ucwdavRZLeimIcwuGS,,,,,,,,,730,,852,894,882,630,556,665,621,789,846,1037,890
De Weg,Guus Meeuwis,2005,6sBxAouPmrhtuhlulmax4T,,,,,,,,,777,,981,1048,898,690,800,849,759,1091,1232,1189,1250
Breakthru,Queen,1989,2HPvr5vD9rjbc0tejSmkkp,,,,,,,,,816,,881,,800,592,808,783,917,900,964,816,792
Beautiful,Christina Aguilera,2003,3TCauNPqFiniaYHBvEVoHG,,,,,,,,,867,,1203,1130,913,870,1265,1572,1675,,,1910,1992
Heaven For Everyone,Queen,1995,1gZisUSub74637T2rJmimh,,,,,,,,,877,,993,,761,778,1082,1257,1231,1651,1869,1056,1120
Linger,Cranberries,1993,0gEyKnHvgkrkBM6fbeHdwK,,,,,,,,,901,,1239,1051,927,1030,946,850,961,973,862,494,488
Rain Down On Me,Kane,2002,2rRY9uu2SQge80Ifw58cfU,,,,,,,,,908,,712,599,555,539,546,498,608,673,735,1001,1046
Hallelujah,Jeff Buckley,1994,3pRaLNL3b8x5uBOcsgvdqM,,,,,,,,,943,,51,60,73,68,78,99,101,91,114,147,183
(Don't Fear) The Reaper,Blue Öyster Cult,1976,5QTxFnGygVM4jFQiBovmRo,,,,,,,,,947,,1087,996,899,914,723,801,674,703,646,556,660
You Give Love A Bad Name,Bon Jovi,1986,0rmGAIH9LNJewFw7nKzZnc,,,,,,,,,948,,1006,957,1032,1090,1006,1321,956,939,1045,743,855
Ordinary World,Duran Duran,1993,0wokCRaKD0zPNhMRXAgVsr,,,,,,,,,1004,,1169,1062,990,996,730,851,705,892,832,1000,938
Going To A Town,Rufus Wainwright,2007,4jgIzymHtlUCk3DkjWkvFL,,,,,,,,,1056,,979,1020,1039,1000,1011,903,1043,1275,1223,1438,1523
Take The Long Way Home,Supertramp,1979,0v0XYK0pLgsPiq5u4FKHaw,,,,,,,,,1115,,1041,1089,1115,1023,875,1075,1111,1228,1027,915,740
Paradise City,Guns N' Roses,1989,6eN1f9KNmiWEhpE2RhQqB5,,,,,,,,,1128,,225,200,207,173,150,198,185,201,160,124,136
Voltooid Verleden Tijd,Is Ook Schitterend,1997,5NNzSXY8cAbUhU7Viaird6,,,,,,,,,1145,,1869,1694,1696,1286,1264,1189,1222,1247,1111,1439,1425
I Want It All,Queen,1989,4DtB1PJsbl4KAb2rZVNCUL,,,,,,,,,1163,,956,909,502,637,679,802,814,867,955,422,505
The Road To Mandalay,Robbie Williams,2001,5iWa27IZ9UyXm0TJTod0y5,,,,,,,,,1218,,986,917,1095,1308,979,1294,1372,1571,1676,,1961
Still Believe,Herman Brood & His Wild Romance,1978,449mBfHMS2MyM4qjDScYtV,,,,,,,,,1364,,1035,930,848,1141,1250,1060,1179,1402,1591,1740,1568
Love Will Tear Us Apart,Joy Division,1980,1r8oPEXqnhUVgkUkJNqEuF,,,,,,,,,1424,,337,394,294,278,221,305,333,383,427,401,430
Father Figure,George Michael,1988,0L0T4tMAaGqLgIVj1MOj9t,,,,,,,,,1518,,1832,,1700,1376,1422,1267,1548,1591,536,626,678
Mushanga,Toto,1988,2ixCoRL71z0cmHKwZGEhYE,,,,,,,,,1523,,1439,,1445,1292,1131,1111,1364,1462,1401,1527,1337
A Little Less Conversation,Elvis vs. JXL,2002,42cTWPttkjIhXybDhjzEi8,,,,,,,,,1567,,1292,1481,1566,745,1240,1506,1640,1773,1835,1855,1826
Where The Wild Roses Grow,Nick Cave & Kylie Minogue,1995,3OwtuzRo8mc7lgsBau9MWk,,,,,,,,,1626,,1497,1369,1350,1096,787,805,977,934,864,865,718
Me Gustas Tu,Manu Chao,2000,6b37xrsNCWYIUphFBazqD6,,,,,,,,,1636,,1407,1259,1142,1157,966,1166,1104,1078,1161,1617,1767
No Son Of Mine,Genesis,1991,6YsCavQbx3YITYsnIKvF3j,,,,,,,,,1649,,1213,,1260,1135,1128,1107,1416,1503,1468,1805,1827
Two Tribes,Frankie Goes To Hollywood,1984,5NN5MQyE3Lo91zAEHpGa7S,,,,,,,,,1687,,1663,1729,1940,1506,1597,1548,1519,1608,1600,1606,1650
Something Happened On The Way To Heaven,Phil Collins,1990,4ziqqoW1o3P5EhNqK6CPb1,,,,,,,,,1730,,1856,1895,1830,,1405,1591,1708,1775,1911,1583,1643
Should I Stay Or Should I Go?,Clash,1982,39shmbIHICJ2Wxnk1fPSdz,,,,,,,,,1745,,1768,1925,1831,,1946,1715,1921,1615,1128,1799,1446
Mad World,Michael Andrews ft. Gary Jules,2002,2lFPtcKO3aU3uijfn6vmLT,,,,,,,,,1802,,1958,1448,1573,569,474,609,408,682,1166,958,1160
Vogue,Madonna,1990,27QvYgBk0CHOVHthWnkuWt,,,,,,,,,1846,,1256,1628,1652,1580,1357,1534,1311,1315,1392,1309,1484
Wannabe,Spice Girls,1996,1Je1IMUlBXcx1Fz0WE7oPT,,,,,,,,,1921,,1967,1730,1694,1187,1277,1298,1143,1148,1063,757,1066
Move On Up,Curtis Mayfield,1971,0MHXrqn909p0LRTPsNsGEi,,,,,,,,,1939,,,,,1983,1015,1076,1242,1261,1249,1604,1902
Viva La Vida,Coldplay,2009,1mea3bSkSGXuIRvnydlB5b,,,,,,,,,,,11,7,9,16,15,23,28,33,31,36,36
Dochters,Marco Borsato,2008,2y3lznWjrmXHD8rXEcfEhT,,,,,,,,,,,25,31,42,47,72,68,54,88,109,110,96
Make You Feel My Love,Adele,2008,6P7tTFzn6oNa0GL8w8oazE,,,,,,,,,,,28,12,19,23,53,61,33,84,138,144,177
The Scientist,Coldplay,2002,75JFxkI2RXiU7L9VXzMkle,,,,,,,,,,,84,89,39,34,29,36,35,41,39,45,46
Sweet Goodbyes,Krezip,2009,3U6b6K1bmGB7q2yEfXagYw,,,,,,,,,,,97,163,338,552,688,657,737,891,774,775,458
Kijk Omhoog,Nick & Simon,2007,09iiCqg36QCONd7Ofv7KoH,,,,,,,,,,,133,663,483,911,879,1013,1182,1384,1592,1466,1495
Smooth Criminal,Michael Jackson,1988,2bCQHF9gdG5BNDVuEIEnNk,,,,,,,,,,,137,419,458,470,339,450,339,385,439,292,410
Bloed Zweet En Tranen,André Hazes,2002,5ZLkc5RY1NM4FtGWEd6HOE,,,,,,,,,,,140,76,106,56,138,170,197,203,172,171,138
Enter Sandman,Metallica,1991,5BIMPccDwShpXq784RJlJp,,,,,,,,,,,144,176,137,89,67,79,81,62,63,72,64
This Is The Life,Amy MacDonald,2008,3AI7ca5RpYLyqaVgU7K1AP,,,,,,,,,,,146,121,243,299,467,468,760,823,789,936,864
Father & Friend,Alain Clark,2008,4KW1lqgSr8TKrvBII0Brf8,,,,,,,,,,,153,94,156,345,387,484,573,625,752,1012,1199
So Incredible,Ilse DeLange,2008,1JTSUYT2K6GUkTJzIV0Ox1,,,,,,,,,,,158,134,307,500,435,632,1009,1289,1432,1075,1091
Hurt,Johnny Cash,2003,28cnXtME493VX9NOw9cIUh,,,,,,,,,,,168,118,43,29,17,29,26,28,20,22,31
Lost,Anouk,2005,3DDeQ8TedL00TiIV5NmFrn,,,,,,,,,,,189,322,172,151,217,245,329,441,434,472,343
Snow (Hey Oh),Red Hot Chili Peppers,2006,2aibwv5hGXSgw7Yru8IYTO,,,,,,,,,,,193,275,261,290,269,386,335,330,429,376,463
Miracle,Ilse DeLange,2008,2Fif2DQrGKhdGs2OqmCo4w,,,,,,,,,,,197,158,257,236,317,431,796,938,1032,787,796
Shut Your Eyes,Snow Patrol,2007,2BQJVwxDZEdGvBOeWrj34g,,,,,,,,,,,228,460,339,473,479,758,925,980,1084,1144,1241
Valerie,Mark Ronson ft. Amy Winehouse,2007,2IuOh7lhRrrqxKtELop1qC,,,,,,,,,,,253,236,72,139,203,522,532,646,509,317,357
Black Or White,Michael Jackson,1991,7EsjkelQuoUlJXEw7SeVV4,,,,,,,,,,,276,1532,693,587,647,831,722,731,921,591,788
Auto Vliegtuug,Rowwen Hèze,1999,5h6YgOm3ShmxmcMA0sMOgo,,,,,,,,,,,290,405,472,644,673,995,833,986,989,825,640
I Don't Wanna Hurt,Anouk,2008,2ZiRiPXE929bStanWOgVES,,,,,,,,,,,296,982,670,520,833,1055,1383,,,1765,1955
Dirty Diana,Michael Jackson,1988,4FC7GMnGwYeAjuvC83Srbs,,,,,,,,,,,303,,609,522,502,585,541,386,416,392,524
Man In The Mirror,Michael Jackson,1988,1kiNatIrwDusOZfR29W0LJ,,,,,,,,,,,326,1195,197,204,159,199,165,138,161,135,218
Magnificent,U2,2009,47z5v7hkOTuvb82F0FWALC,,,,,,,,,,,330,432,662,775,775,1065,1207,1471,1717,1905,1710
Dani California,Red Hot Chili Peppers,2006,10Nmj3JCNoMeBQ87uw5j8k,,,,,,,,,,,338,1258,538,564,516,852,724,722,920,826,894
Chasing Cars,Snow Patrol,2006,11bD1JtSjlIgKgZG2134DZ,,,,,,,,,,,342,90,49,63,56,80,93,76,78,95,102
Karma Police,Radiohead,1997,3SVAN3BRByDmHOhKyIDxfC,,,,,,,,,,,361,196,204,131,147,221,214,206,170,235,246
Mr Rock & Roll,Amy MacDonald,2008,36ejrqK1GfGLQIxFXtivjo,,,,,,,,,,,365,289,572,814,1083,1369,1670,1782,1999,1902,1943
Badlands,Bruce Springsteen,1978,0M1YQiRGel1tTMjA3orfRd,,,,,,,,,,,389,360,415,320,280,362,444,415,457,607,529
Mijn Van Straat Geredde Roos,De Dijk,2008,4dT8ndNPoqfhJmEqNO48BE,,,,,,,,,,,400,302,351,808,715,813,1038,1287,1453,1774,1637
Hier Kom Ik Weg,Daniel Lohues,2008,3tuMKNEdIbv43UEM5eYa7f,,,,,,,,,,,403,338,473,570,497,336,424,483,571,673,561
Life In Technicolor ii,Coldplay,2009,0VpFFXnT2kNjqJmTv57aZi,,,,,,,,,,,418,730,884,938,900,1216,1170,1499,1535,1661,1739
Alles Is Liefde,Bløf,2007,0cKngKox9JinYgGOSNIT3A,,,,,,,,,,,445,429,594,293,684,818,971,1127,1015,975,1055
Time,Pink Floyd,1973,3TO7bbrUKrOSPGRTB5MeCz,,,,,,,,,,,449,381,342,274,212,277,308,382,369,333,306
One Word,Anouk,2005,4ZGfL4rKgXgelNgYHFaJoI,,,,,,,,,,,475,1371,776,581,574,526,685,898,922,886,930
Californication,Red Hot Chili Peppers,2000,48UPSzbZjgc449aqz8bxox,,,,,,,,,,,490,128,99,108,109,175,157,114,127,114,133
Lost,Coldplay,2008,1RNtm45kw0hPMBz7gKiIYu,,,,,,,,,,,497,699,658,761,845,1141,1329,1603,1749,1679,1920
Human Nature,Michael Jackson,1983,35lAjvsvS9k9HHuP1fjDT8,,,,,,,,,,,525,,1072,1040,971,1092,692,977,1007,773,1269
Chasing Pavements,Adele,2008,71WAtDcWVYMoCsblD2uQXx,,,,,,,,,,,530,309,209,246,437,482,423,602,814,792,976
The Way You Make Me Feel,Michael Jackson,1987,0sKlV58cODrjxGFOyf9IXY,,,,,,,,,,,534,,1183,1470,962,1098,1161,983,1037,748,1173
I Alone,Live,1995,3LpnzPxkMI6XS4JCbhNeek,,,,,,,,,,,544,758,593,667,622,744,758,732,687,700,769
Man On The Moon,R.E.M.,1992,4jLv3tDBu8ww2R07DvL12s,,,,,,,,,,,563,613,413,579,501,580,625,558,556,849,897
I'm Yours,Jason Mraz,2008,5smPViFYtztTo7ww9gJXpD,,,,,,,,,,,575,598,686,574,774,933,862,1020,1380,1171,1474
Will You Be There,Michael Jackson,1993,1igW25R8lnb5ze9GWbuVsl,,,,,,,,,,,584,,1177,1293,1200,1273,1326,1621,1545,1260,1701
Unfinished Sympathy,Massive Attack,1991,0j5FJJOmmnXPd0XajFWkMF,,,,,,,,,,,587,532,522,383,370,389,376,337,368,457,519
Talk,Coldplay,2005,4wzt5Rrk3W98pHXAqutuJw,,,,,,,,,,,595,683,701,695,566,806,875,1175,1195,1202,1237
Working On A Dream,Bruce Springsteen,2008,08QZBupqwLXOalOpgiTi5e,,,,,,,,,,,598,424,680,898,722,935,1044,1392,1761,1485,1405
One,Mary J Blige & U2,2007,2w9K8zyrxcAwRKRti0BvFa,,,,,,,,,,,648,386,471,178,163,149,179,236,233,181,188
Wanna Be Startin' Somethin',Michael Jackson,1983,2kulOHR2XY6YDZCWXb38hn,,,,,,,,,,,650,1144,1323,1626,1326,1541,1338,1644,1517,1435,1699
Stranger In Moscow,Michael Jackson,1996,64KrFHj9p5AyCX2yZQr4YJ,,,,,,,,,,,725,,1201,1390,1059,1205,1276,1346,1361,1351,1615
Sharp Dressed Man,ZZ Top,1985,1UBQ5GK8JaQjm5VbkBZY66,,,,,,,,,,,740,675,562,693,544,430,483,613,634,855,844
Human,The Killers,2008,1sTsuZTdANkiFd7T34H3nb,,,,,,,,,,,754,502,664,400,340,527,623,699,716,829,851
Modern World,Anouk,2008,6CFH0tF61ax9OPPf9iqAxK,,,,,,,,,,,769,1230,1403,1282,1457,1290,1888,1997,,,1688
Bedshaped,Keane,2004,1BoAUj2LKTvgIfi7wjAAQa,,,,,,,,,,,800,,901,669,561,731,694,758,758,1047,1005
Black,Pearl Jam,1991,5Xak5fmy089t0FYmh3VJiY,,,,,,,,,,,803,452,40,24,16,12,12,10,6,7,7
Hurt,Christina Aguilera,2006,6gDXbcILAyBa2skSdbUYq7,,,,,,,,,,,829,640,606,571,525,745,727,944,898,848,1016
The Rising,Bruce Springsteen,2002,2czBvzOv3TvnyoW7Ozo7fP,,,,,,,,,,,831,910,947,976,799,1054,1051,883,1169,1174,1262
Waiting On The World To Change,John Mayer,2006,5imShWWzwqfAJ9gXFpGAQh,,,,,,,,,,,871,1198,539,824,564,1082,482,978,1103,1248,1407
Are You Gonna Go My Way,Lenny Kravitz,1993,45Ia1U4KtIjAPPU7Wv1Sea,,,,,,,,,,,908,984,863,830,788,866,1096,1064,1104,1203,1355
Wrong,Novastar,1999,2zB0elpbxtr3fp80Rj6HEX,,,,,,,,,,,960,1423,803,853,790,875,699,668,666,658,713
Sorry,Kyteman,2009,2DOSd7L6SxgMqQlkPDt3ZT,,,,,,,,,,,1005,156,160,158,148,113,131,132,134,151,152
Wanted (Dead Or Alive),Bon Jovi,1987,0oerlffJSzhRVvtDfLcp3N,,,,,,,,,,,1016,1016,992,774,818,960,921,916,988,989,1117
Forbidden Colours,Ryuichi Sakamoto & David Sylvian,1983,7MDCN64g4Ui1y7TSDn0cky,,,,,,,,,,,1023,989,1038,1125,1130,1072,1230,1371,1387,1945,1852
Where Is The Love,Black Eyed Peas,2003,3CNqo3gYrfexdrtjFmC9he,,,,,,,,,,,1034,1209,766,1113,956,1066,897,1131,884,711,903
Glory Days,Bruce Springsteen,1985,2Y90nL1ohB4sgYELDs7uNx,,,,,,,,,,,1036,908,930,837,687,839,853,771,891,880,756
Ruby,Kaiser Chiefs,2007,0VhhaYztcRWc7PEjJCjr1g,,,,,,,,,,,1039,1275,1208,1284,1198,1320,1322,1281,1449,1967,1924
Love Shack,B-52's,1989,4W4wYHtsrgDiivRASVOINL,,,,,,,,,,,1053,750,883,1473,1289,1229,1399,1309,1418,1985,1896
Damn Those Eyes,Kane,1999,4ib0xkg2nb6CxM8sgFUxJD,,,,,,,,,,,1081,,1152,1148,1224,1217,1403,1540,1308,1860,1828
Thunderstruck,AC/DC,1990,57bgtoPSgt236HzfBOd8kj,,,,,,,,,,,1086,882,61,48,54,24,27,21,13,19,20
Rock With You,Michael Jackson,1979,7oOOI85fVQvVnK5ynNMdW7,,,,,,,,,,,1107,1845,1937,1560,1736,1771,1661,1525,1503,1310,1706
Boys Don't Cry,Cure,1986,4dneV7C1yDt9UtyxrQY375,,,,,,,,,,,1146,,1100,1087,864,1116,1148,1070,1093,1407,975
Une Belle Histoire / Een Mooi Verhaal,Alderliefste & Paul de Leeuw,2006,24uRI75arAbytHp6YDtnCZ,,,,,,,,,,,1167,,1292,1199,991,1033,1159,1290,1184,1296,1283
Off The Wall,Michael Jackson,1979,3zYpRGnnoegSpt3SguSo3W,,,,,,,,,,,1176,,1751,1496,1601,1336,1369,1306,1260,1138,1410
Sad But True,Metallica,1992,1Ug98CRiQYu7wiSym4uLY4,,,,,,,,,,,1209,,548,324,284,359,450,596,578,521,483
Candy,Iggy Pop & Kate Pierson,1990,6sFpmdsk4UDMcDWdy4T1Kc,,,,,,,,,,,1222,,1052,965,932,965,1134,1155,1190,1101,1146
Three Days In A Row,Anouk,2009,2D13EpeYm3hgbKQlLPchg3,,,,,,,,,,,1242,106,290,526,535,694,1021,1296,1532,1221,1240
You Oughta Know,Alanis Morissette,1995,3jS7bB0oXVOwGFZn3aE5NV,,,,,,,,,,,1244,1168,1061,975,1040,990,992,1119,1121,1182,1281
Accidentally In Love,Counting Crows,2004,4ccM2xBxicGigjLqt6A0YY,,,,,,,,,,,1305,1323,1065,726,1168,1623,1312,1375,1747,1767,1958
So Far Away,Dire Straits,1985,5nc33qLaxz5guW9EJ2cnIB,,,,,,,,,,,1307,1294,1446,1307,1278,1381,1456,1519,1616,896,1210
Proosten,Guus Meeuwis,2007,2wycvGGLBBaw11yGsqVDrT,,,,,,,,,,,1312,,1592,1734,1779,,1619,,1960,1464,1521
Bend And Break,Keane,2005,1hoyGI5Hj81BT7Rkb9uXGF,,,,,,,,,,,1331,1225,1204,910,813,1154,1122,1463,1569,1534,1401
Pak Maar M'n Hand,Nick & Simon,2007,3jw3qNLVrfLgLodYh0I7id,,,,,,,,,,,1352,317,218,512,459,513,789,841,1061,1139,1056
