titel,artiest,jaar,id,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,892
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,935
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1088
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1102
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1129
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1152
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1221
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1250
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1283
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1293
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1303
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1322
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1329
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1362
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1425
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1461
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1511
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1532
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1536
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1574
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1593
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1628
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1637
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1659
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1661
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1678
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1679
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1720
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1740
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1750
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1809
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1852
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1864
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1894
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1964
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1965
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1966
"Si Tu Dois Partir, Va-T-En",Fairport Convention,1969,,1455,,1281,1864,,,,,,,,,,,,,,,,,1988
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,51
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,84
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,127
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,161
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,291
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,349
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,354
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,368
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,413
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,494
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,506
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,514
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,619
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,632
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,721
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,748
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,789
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,834
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,848
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,892
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,935
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1088
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1102
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1129
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1152
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1221
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1250
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1283
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1293
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1303
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1322
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1329
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1362
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1425
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1461
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1511
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1532
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1536
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1574
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1593
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1628
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1637
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1659
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1661
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1678
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1679
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1720
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1740
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1750
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1809
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1852
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1864
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1894
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1964
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1965
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1966
Just Fancy,Ro-d-ys,1967,,1522,,,,,,,,,,,,,,,,,,,,1988
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,51
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,84
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,127
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,161
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,291
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,349
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,354
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,368
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,413
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,494
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,506
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,514
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,619
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,632
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,721
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,748
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,789
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,834
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,848
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,892
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,935
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1088
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1102
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1129
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1152
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1221
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1250
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1283
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1293
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1303
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1322
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1329
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1362
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1425
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1461
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1511
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1532
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1536
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1574
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1593
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1628
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1637
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1659
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1661
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1678
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1679
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1720
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1740
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1750
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1809
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1852
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1864
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1894
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1964
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1965
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1966
On The Sunny Side Of The Street,Tommy Dorsey & Sentimentalists,1944,,1532,,,,,,,,,,,,,,,,,,,,1988
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,51
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,84
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,127
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,161
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,291
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,349
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,354
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,368
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,413
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,494
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,506
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,514
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,619
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,632
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,721
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,748
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,789
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,834
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,848
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,892
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,935
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1088
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1102
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1129
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1152
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1221
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1250
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1283
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1293
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1303
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1322
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1329
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1362
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1425
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1461
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1511
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1532
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1536
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1574
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1593
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1628
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1637
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1659
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1661
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1678
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1679
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1720
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1740
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1750
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1809
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1852
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1864
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1894
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1964
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1965
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1966
Robert De Niro Is Waiting,Bananarama,1984,,1564,,1799,1847,,,,,,,,,,,,,,,,,1988
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,51
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,84
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,127
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,161
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,291
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,349
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,354
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,368
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,413
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,494
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,506
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,514
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,619
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,632
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,721
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,748
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,789
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,834
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,848
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,892
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,935
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1088
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1102
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1129
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1152
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1221
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1250
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1283
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1293
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1303
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1322
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1329
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1362
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1425
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1461
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1511
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1532
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1536
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1574
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1593
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1628
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1637
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1659
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1661
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1678
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1679
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1720
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1740
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1750
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1809
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1852
How Many Times,Lori Spee,1982,,1574,,1703,,1918,,1991,1925,,,,,,,,,,,,,1864
